county_qualified_name	homes_sold	new_listings	inventory	median_dom	months_of_supply	state_code	county_name	months_averaged
Sumter County, AL	2.0	1.33	5.2	184.2	3.34	AL	Sumter County	6
Sumter County, AL	1.86	1.2	4.57	168.0	3.03	AL	Sumter County	12
Sumter County, AL	1.7	1.29	4.3	130.2	3.02	AL	Sumter County	18
Talladega County, AL	47.5	59.0	192.0	81.0	4.1	AL	Talladega County	1
Talladega County, AL	39.75	56.5	197.25	77.0	5.52	AL	Talladega County	3
Talladega County, AL	40.86	51.86	196.71	73.0	5.26	AL	Talladega County	6
Talladega County, AL	52.08	66.54	202.69	61.69	4.35	AL	Talladega County	12
Talladega County, AL	54.06	65.19	196.69	61.19	4.05	AL	Talladega County	18
Tallapoosa County, AL	48.5	56.5	167.0	39.5	3.45	AL	Tallapoosa County	1
Tallapoosa County, AL	36.25	60.25	161.75	42.75	5.0	AL	Tallapoosa County	3
Tallapoosa County, AL	34.29	49.29	148.71	45.86	4.63	AL	Tallapoosa County	6
Tallapoosa County, AL	41.08	54.08	141.23	46.77	3.78	AL	Tallapoosa County	12
Tallapoosa County, AL	40.81	53.56	139.81	54.75	3.75	AL	Tallapoosa County	18
Tuscaloosa County, AL	230.5	288.5	490.0	31.5	2.15	AL	Tuscaloosa County	1
Tuscaloosa County, AL	195.5	266.25	505.75	35.5	2.75	AL	Tuscaloosa County	3
Tuscaloosa County, AL	189.86	235.29	510.86	33.71	2.79	AL	Tuscaloosa County	6
Tuscaloosa County, AL	243.38	278.92	557.85	34.31	2.43	AL	Tuscaloosa County	12
Tuscaloosa County, AL	243.06	276.0	568.62	38.06	2.46	AL	Tuscaloosa County	18
Walker County, AL	43.5	45.0	122.5	67.0	2.85	AL	Walker County	1
Walker County, AL	33.75	39.0	135.75	68.25	4.53	AL	Walker County	3
Walker County, AL	34.71	42.14	138.29	62.0	4.27	AL	Walker County	6
Walker County, AL	48.0	48.31	139.77	81.23	3.7	AL	Walker County	12
Walker County, AL	45.5	47.62	137.19	78.38	3.69	AL	Walker County	18
Washington County, AL	2.5	4.0	10.5	28.5	7.15	AL	Washington County	1
Washington County, AL	2.67	4.0	10.0	23.67	5.77	AL	Washington County	3
Washington County, AL	3.2	2.8	6.8	66.75	3.68	AL	Washington County	6
Washington County, AL	3.0	2.1	5.18	66.67	2.85	AL	Washington County	12
Washington County, AL	3.15	2.0	5.08	72.45	2.61	AL	Washington County	18
Wilcox County, AL	2.0	3.5	7.5	65.0	4.85	AL	Wilcox County	1
Wilcox County, AL	2.0	3.5	7.5	65.0	4.85	AL	Wilcox County	3
Wilcox County, AL	1.5	2.67	6.5	60.5	5.18	AL	Wilcox County	6
Wilcox County, AL	1.78	2.38	7.89	79.33	5.88	AL	Wilcox County	12
Wilcox County, AL	1.73	2.5	8.09	74.36	6.04	AL	Wilcox County	18
Winston County, AL	24.5	24.0	82.5	92.0	3.45	AL	Winston County	1
Winston County, AL	16.0	21.0	87.75	117.0	11.6	AL	Winston County	3
Winston County, AL	14.71	19.0	93.0	87.57	9.97	AL	Winston County	6
Winston County, AL	21.31	25.0	97.62	139.0	7.28	AL	Winston County	12
Winston County, AL	20.38	24.69	93.56	127.81	6.91	AL	Winston County	18
Arkansas County, AR	1.0	3.0	11.0	171.0	11.0	AR	Arkansas County	1
Arkansas County, AR	1.67	3.33	10.0	106.67	6.83	AR	Arkansas County	3
Arkansas County, AR	2.5	3.4	10.0	77.0	5.2	AR	Arkansas County	6
Arkansas County, AR	2.73	3.8	9.18	69.36	4.14	AR	Arkansas County	12
Arkansas County, AR	2.5	3.69	8.5	60.79	4.2	AR	Arkansas County	18
Ashley County, AR	1.5		2.0	58.5	1.25	AR	Ashley County	1
Ashley County, AR	1.5		2.0	58.5	1.25	AR	Ashley County	3
Ashley County, AR	1.25	1.0	2.75	82.25	2.38	AR	Ashley County	6
Ashley County, AR	1.12	2.0	3.0	87.71	2.79	AR	Ashley County	12
Ashley County, AR	1.11	2.0	2.75	78.5	2.56	AR	Ashley County	18
Baxter County, AR	9.0	12.0	30.0	35.0	17.3	AR	Baxter County	1
Baxter County, AR	9.75	11.0	32.0	48.0	10.3	AR	Baxter County	3
Baxter County, AR	10.86	11.43	35.0	50.0	7.39	AR	Baxter County	6
Baxter County, AR	13.38	15.62	40.23	48.15	5.29	AR	Baxter County	12
Baxter County, AR	13.5	15.88	39.75	50.25	4.83	AR	Baxter County	18
Benton County, AR	547.5	617.5	1038.5	33.5	1.9	AR	Benton County	1
Benton County, AR	454.5	565.25	1088.0	35.5	2.55	AR	Benton County	3
Benton County, AR	462.43	551.29	1162.14	28.0	2.61	AR	Benton County	6
Benton County, AR	542.85	640.54	1016.77	18.54	2.02	AR	Benton County	12
Benton County, AR	546.0	639.19	898.94	16.94	1.77	AR	Benton County	18
Boone County, AR	6.5	43.5	97.5	89.0	17.8	AR	Boone County	1
Boone County, AR	5.5	37.25	94.75	87.25	23.5	AR	Boone County	3
Boone County, AR	5.71	27.14	78.14	62.86	17.53	AR	Boone County	6
Boone County, AR	5.0	20.54	57.08	50.23	14.77	AR	Boone County	12
Boone County, AR	5.19	17.81	48.31	44.62	12.85	AR	Boone County	18
Bradley County, AR	1.0	2.0	15.0	49.0	15.0	AR	Bradley County	1
Bradley County, AR	2.33	3.33	15.67	70.67	8.57	AR	Bradley County	3
Bradley County, AR	2.0	3.6	16.0	68.0	9.7	AR	Bradley County	6
Bradley County, AR	3.08	4.82	14.08	56.67	6.51	AR	Bradley County	12
Bradley County, AR	2.87	4.54	12.67	61.73	5.91	AR	Bradley County	18
Calhoun County, AR	1.0	1.0		2.0		AR	Calhoun County	12
Calhoun County, AR	1.0	1.0		2.0		AR	Calhoun County	18
Carroll County, AR	26.0	40.0	106.5	50.0	4.1	AR	Carroll County	1
Carroll County, AR	23.0	33.5	103.5	57.0	4.6	AR	Carroll County	3
Carroll County, AR	24.86	31.0	111.43	41.86	4.56	AR	Carroll County	6
Carroll County, AR	29.46	38.77	110.31	31.77	3.95	AR	Carroll County	12
Carroll County, AR	29.62	37.94	102.19	34.38	3.63	AR	Carroll County	18
Chicot County, AR	2.0	1.0	3.0	90.0	1.5	AR	Chicot County	1
Chicot County, AR	1.33	1.5	3.33	42.33	2.83	AR	Chicot County	3
Chicot County, AR	1.5	1.5	3.25	54.75	2.5	AR	Chicot County	6
Chicot County, AR	1.3	1.62	5.3	57.8	4.7	AR	Chicot County	12
Chicot County, AR	1.27	1.56	5.36	53.82	4.82	AR	Chicot County	18
Clark County, AR	15.0	18.0	53.5	47.5	3.65	AR	Clark County	1
Clark County, AR	11.0	16.5	50.5	43.5	5.55	AR	Clark County	3
Clark County, AR	11.0	14.29	48.71	44.57	5.04	AR	Clark County	6
Clark County, AR	13.15	16.85	45.69	48.54	4.41	AR	Clark County	12
Clark County, AR	12.75	17.19	43.06	48.56	4.12	AR	Clark County	18
Clay County, AR	11.5	17.5	22.5	59.5	1.95	AR	Clay County	1
Clay County, AR	11.25	13.75	26.5	57.0	2.65	AR	Clay County	3
Clay County, AR	9.71	12.0	30.14	50.29	3.5	AR	Clay County	6
Clay County, AR	9.85	11.85	29.69	47.54	3.5	AR	Clay County	12
Clay County, AR	9.44	12.12	28.0	45.62	3.44	AR	Clay County	18
Cleburne County, AR	34.5	48.0	141.5	44.0	4.1	AR	Cleburne County	1
Cleburne County, AR	28.25	44.5	132.0	50.0	4.85	AR	Cleburne County	3
Cleburne County, AR	28.71	39.29	124.86	50.29	4.51	AR	Cleburne County	6
Cleburne County, AR	37.08	44.38	126.85	51.08	3.73	AR	Cleburne County	12
Cleburne County, AR	36.81	45.5	123.0	50.81	3.6	AR	Cleburne County	18
Cleveland County, AR	1.0	2.0	9.5	40.0	9.5	AR	Cleveland County	1
Cleveland County, AR	1.0	2.75	8.5	90.25	8.5	AR	Cleveland County	3
Cleveland County, AR	1.17	2.6	7.5	72.0	7.08	AR	Cleveland County	6
Cleveland County, AR	2.18	2.56	7.82	91.0	5.16	AR	Cleveland County	12
Cleveland County, AR	2.0	2.42	9.14	76.07	6.49	AR	Cleveland County	18
Columbia County, AR	1.0		1.0	44.0	1.0	AR	Columbia County	1
Columbia County, AR	1.0		1.0	44.0	1.0	AR	Columbia County	3
Columbia County, AR	2.5	1.0	1.5	46.0	0.75	AR	Columbia County	6
Columbia County, AR	1.75	1.0	1.5	39.0	1.12	AR	Columbia County	12
Columbia County, AR	1.5	1.0	1.4	46.5	1.1	AR	Columbia County	18
Conway County, AR	13.0	15.0	33.0	47.5	2.75	AR	Conway County	1
Conway County, AR	10.0	15.0	30.5	53.75	3.53	AR	Conway County	3
Conway County, AR	10.29	12.86	30.43	51.0	3.31	AR	Conway County	6
Conway County, AR	13.38	14.69	35.08	44.46	3.01	AR	Conway County	12
Conway County, AR	13.81	15.75	36.0	46.25	2.96	AR	Conway County	18
Craighead County, AR	124.0	156.5	341.0	40.0	2.75	AR	Craighead County	1
Craighead County, AR	107.0	150.0	378.5	56.0	3.85	AR	Craighead County	3
Craighead County, AR	109.57	140.43	385.29	53.0	3.7	AR	Craighead County	6
Craighead County, AR	135.85	157.08	366.15	48.77	2.96	AR	Craighead County	12
Craighead County, AR	138.81	158.5	354.81	48.56	2.78	AR	Craighead County	18
Crawford County, AR	72.5	70.5	92.5	94.5	1.55	AR	Crawford County	1
Crawford County, AR	58.5	55.0	109.0	77.5	2.2	AR	Crawford County	3
Crawford County, AR	52.43	55.57	123.14	62.86	2.69	AR	Crawford County	6
Crawford County, AR	58.85	60.92	124.77	53.08	2.38	AR	Crawford County	12
Crawford County, AR	59.31	61.69	126.12	52.56	2.36	AR	Crawford County	18
Crittenden County, AR	61.5	47.0	96.5	168.0	2.05	AR	Crittenden County	1
Crittenden County, AR	43.5	42.25	104.5	115.25	3.22	AR	Crittenden County	3
Crittenden County, AR	37.43	38.71	104.86	87.0	3.46	AR	Crittenden County	6
Crittenden County, AR	38.92	42.08	101.31	69.31	2.97	AR	Crittenden County	12
Crittenden County, AR	37.81	41.25	96.44	65.06	2.86	AR	Crittenden County	18
Cross County, AR	9.5	7.0	14.0	101.5	2.15	AR	Cross County	1
Cross County, AR	8.0	8.0	17.75	92.75	3.02	AR	Cross County	3
Cross County, AR	7.43	7.57	19.43	80.71	3.3	AR	Cross County	6
Cross County, AR	7.85	8.77	23.0	69.08	3.72	AR	Cross County	12
Cross County, AR	7.31	9.12	21.81	62.38	3.8	AR	Cross County	18
Dallas County, AR	2.5	3.5	8.5	104.5	3.6	AR	Dallas County	1
Dallas County, AR	2.0	3.0	8.0	84.67	4.73	AR	Dallas County	3
Dallas County, AR	2.0	2.5	7.25	75.75	4.18	AR	Dallas County	6
Dallas County, AR	1.56	2.12	5.22	75.33	3.47	AR	Dallas County	12
Dallas County, AR	1.5	2.0	4.9	71.6	3.32	AR	Dallas County	18
Desha County, AR	4.0	1.0	7.0	148.0	1.8	AR	Desha County	1
Desha County, AR	2.67	2.0	8.33	143.33	4.37	AR	Desha County	3
Desha County, AR	2.6	1.8	10.2	124.8	4.78	AR	Desha County	6
Desha County, AR	2.82	2.9	10.64	92.82	4.79	AR	Desha County	12
Desha County, AR	2.5	3.0	10.36	97.29	5.51	AR	Desha County	18
Drew County, AR	4.5	5.0	15.0	88.0	4.3	AR	Drew County	1
Drew County, AR	4.75	4.25	17.25	95.0	4.1	AR	Drew County	3
Drew County, AR	4.57	5.71	21.14	77.57	5.2	AR	Drew County	6
Drew County, AR	5.08	5.92	19.31	75.69	4.81	AR	Drew County	12
Drew County, AR	4.69	6.12	18.88	81.19	5.11	AR	Drew County	18
Faulkner County, AR	129.5	149.5	188.0	34.0	1.45	AR	Faulkner County	1
Faulkner County, AR	115.5	135.5	196.0	37.25	1.8	AR	Faulkner County	3
Faulkner County, AR	116.0	129.29	213.29	35.86	1.89	AR	Faulkner County	6
Faulkner County, AR	150.92	160.54	227.85	32.23	1.63	AR	Faulkner County	12
Faulkner County, AR	148.38	161.31	222.88	32.62	1.61	AR	Faulkner County	18
Franklin County, AR	26.5	18.5	41.0	128.5	1.8	AR	Franklin County	1
Franklin County, AR	19.0	16.0	46.75	103.0	3.2	AR	Franklin County	3
Franklin County, AR	15.71	14.57	49.57	83.14	4.14	AR	Franklin County	6
Franklin County, AR	15.69	16.38	52.38	75.69	4.06	AR	Franklin County	12
Franklin County, AR	15.5	16.25	52.0	75.31	4.15	AR	Franklin County	18
Fulton County, AR	6.5	13.0	48.5	122.5	7.85	AR	Fulton County	1
Fulton County, AR	6.0	11.25	48.25	106.0	8.32	AR	Fulton County	3
Fulton County, AR	7.0	10.29	48.0	89.43	7.3	AR	Fulton County	6
Fulton County, AR	9.46	13.08	47.85	65.15	5.78	AR	Fulton County	12
Fulton County, AR	8.75	12.44	47.06	74.69	6.39	AR	Fulton County	18
Garland County, AR	152.5	204.5	460.5	40.5	3.05	AR	Garland County	1
Garland County, AR	123.25	175.25	446.25	46.25	3.9	AR	Garland County	3
Garland County, AR	126.57	163.0	442.29	42.86	3.67	AR	Garland County	6
Garland County, AR	193.85	195.23	426.0	37.46	2.72	AR	Garland County	12
Garland County, AR	189.38	194.69	408.44	37.38	2.58	AR	Garland County	18
Grant County, AR	19.5	16.0	32.0	43.0	1.65	AR	Grant County	1
Grant County, AR	15.75	17.0	35.5	45.75	2.9	AR	Grant County	3
Grant County, AR	17.14	18.29	38.43	45.29	2.66	AR	Grant County	6
Grant County, AR	20.69	22.08	41.31	39.62	2.28	AR	Grant County	12
Grant County, AR	20.5	23.12	40.06	38.44	2.2	AR	Grant County	18
Greene County, AR	45.0	52.0	98.5	48.0	2.2	AR	Greene County	1
Greene County, AR	38.5	50.25	108.75	46.5	2.95	AR	Greene County	3
Greene County, AR	44.29	47.86	111.86	46.14	2.67	AR	Greene County	6
Greene County, AR	50.38	57.38	113.92	42.69	2.39	AR	Greene County	12
Greene County, AR	51.56	59.0	111.81	41.75	2.29	AR	Greene County	18
Hempstead County, AR	3.0	4.0	12.5	60.0	4.9	AR	Hempstead County	1
Hempstead County, AR	2.67	4.0	11.33	72.0	4.77	AR	Hempstead County	3
Hempstead County, AR	3.0	4.0	16.5	66.5	6.28	AR	Hempstead County	6
Hempstead County, AR	2.73	4.38	15.82	61.82	7.1	AR	Hempstead County	12
Hempstead County, AR	2.64	4.36	14.93	65.21	6.94	AR	Hempstead County	18
Hot Spring County, AR	23.0	23.0	52.0	79.5	2.3	AR	Hot Spring County	1
Hot Spring County, AR	18.5	20.75	56.25	84.75	3.38	AR	Hot Spring County	3
Hot Spring County, AR	17.57	20.86	62.29	75.43	3.8	AR	Hot Spring County	6
Hot Spring County, AR	22.62	24.92	62.38	60.46	3.13	AR	Hot Spring County	12
Hot Spring County, AR	22.5	24.75	59.56	63.12	2.99	AR	Hot Spring County	18
Howard County, AR	6.0	4.5	19.0	70.0	3.25	AR	Howard County	1
Howard County, AR	3.75	4.5	21.0	53.5	10.25	AR	Howard County	3
Howard County, AR	4.71	4.29	22.0	46.14	7.63	AR	Howard County	6
Howard County, AR	4.92	6.15	20.38	37.77	6.08	AR	Howard County	12
Howard County, AR	4.81	5.94	18.12	44.31	5.71	AR	Howard County	18
Independence County, AR	10.0	12.5	21.5	48.5	2.15	AR	Independence County	1
Independence County, AR	10.5	11.75	23.0	47.75	2.35	AR	Independence County	3
Independence County, AR	9.71	11.14	27.29	45.86	3.09	AR	Independence County	6
Independence County, AR	9.85	12.31	26.77	46.92	3.33	AR	Independence County	12
Independence County, AR	9.56	11.5	25.19	44.69	3.18	AR	Independence County	18
Izard County, AR	11.0	13.5	41.5	96.5	3.8	AR	Izard County	1
Izard County, AR	11.0	14.5	45.5	85.5	4.38	AR	Izard County	3
Izard County, AR	11.71	13.57	48.14	76.57	4.4	AR	Izard County	6
Izard County, AR	11.46	15.08	47.15	64.23	4.4	AR	Izard County	12
Izard County, AR	11.75	14.44	45.75	67.31	4.24	AR	Izard County	18
Jackson County, AR	7.0	7.5	23.0	56.0	3.35	AR	Jackson County	1
Jackson County, AR	6.25	8.25	25.25	53.5	4.2	AR	Jackson County	3
Jackson County, AR	5.86	8.29	24.14	61.43	5.21	AR	Jackson County	6
Jackson County, AR	5.69	7.69	19.38	55.46	4.32	AR	Jackson County	12
Jackson County, AR	5.56	7.19	17.88	53.56	3.96	AR	Jackson County	18
Jefferson County, AR	40.0	50.0	146.0	37.5	3.65	AR	Jefferson County	1
Jefferson County, AR	34.25	50.25	140.25	47.5	4.2	AR	Jefferson County	3
Jefferson County, AR	37.57	48.43	138.57	50.14	3.81	AR	Jefferson County	6
Jefferson County, AR	45.62	58.08	137.38	45.0	3.22	AR	Jefferson County	12
Jefferson County, AR	45.88	57.31	134.75	46.06	3.12	AR	Jefferson County	18
Johnson County, AR	9.5	15.5	26.5	136.0	14.2	AR	Johnson County	1
Johnson County, AR	7.0	11.67	23.0	115.33	12.13	AR	Johnson County	3
Johnson County, AR	5.33	7.5	19.83	92.67	8.52	AR	Johnson County	6
Johnson County, AR	4.67	6.33	15.42	74.67	5.83	AR	Johnson County	12
Johnson County, AR	4.6	6.14	15.07	75.2	5.33	AR	Johnson County	18
Lafayette County, AR	1.0	1.0	1.0	58.0	1.0	AR	Lafayette County	1
Lafayette County, AR	1.0	1.0	1.0	58.0	1.0	AR	Lafayette County	3
Lafayette County, AR	1.5	1.5	1.33	57.25	0.83	AR	Lafayette County	6
Lafayette County, AR	1.4	1.33	1.75	47.2	1.38	AR	Lafayette County	12
Lafayette County, AR	1.43	1.25	1.67	86.86	1.33	AR	Lafayette County	18
Lawrence County, AR	5.5	10.0	28.5	40.5	5.7	AR	Lawrence County	1
Lawrence County, AR	4.75	9.75	26.5	38.0	6.28	AR	Lawrence County	3
Lawrence County, AR	7.0	9.43	25.71	39.43	4.63	AR	Lawrence County	6
Lawrence County, AR	8.08	9.46	26.08	48.46	3.91	AR	Lawrence County	12
Lawrence County, AR	8.12	9.5	26.12	57.94	3.81	AR	Lawrence County	18
Lee County, AR	2.0	1.5	4.5	31.5	3.15	AR	Lee County	1
Lee County, AR	1.67	1.67	4.33	63.33	3.43	AR	Lee County	3
Lee County, AR	1.67	1.67	4.33	63.33	3.43	AR	Lee County	6
Lee County, AR	1.6	1.75	3.5	62.75	2.82	AR	Lee County	12
Lee County, AR	1.67	1.75	3.0	65.8	2.36	AR	Lee County	18
Lincoln County, AR	2.5	2.5	12.5	33.0	5.15	AR	Lincoln County	1
Lincoln County, AR	3.67	3.0	12.67	51.0	4.17	AR	Lincoln County	3
Lincoln County, AR	2.67	2.67	14.17	46.5	8.03	AR	Lincoln County	6
Lincoln County, AR	3.08	3.58	12.67	59.0	5.85	AR	Lincoln County	12
Lincoln County, AR	3.0	3.57	12.07	61.64	5.69	AR	Lincoln County	18
Little River County, AR	2.5	1.5	6.5	38.0	2.75	AR	Little River County	1
Little River County, AR	1.75	2.0	7.75	65.25	5.88	AR	Little River County	3
Little River County, AR	1.86	2.0	8.14	73.57	5.74	AR	Little River County	6
Little River County, AR	2.54	2.73	10.54	67.15	6.32	AR	Little River County	12
Little River County, AR	2.53	2.77	10.4	70.33	6.25	AR	Little River County	18
Logan County, AR	18.0	13.0	39.5	108.0	2.45	AR	Logan County	1
Logan County, AR	12.5	13.25	44.25	105.5	4.82	AR	Logan County	3
Logan County, AR	11.29	11.57	43.71	104.57	4.73	AR	Logan County	6
Logan County, AR	12.46	14.0	44.54	86.38	4.18	AR	Logan County	12
Logan County, AR	12.25	13.44	43.62	83.62	4.14	AR	Logan County	18
Lonoke County, AR	78.0	103.0	146.0	32.0	1.9	AR	Lonoke County	1
Lonoke County, AR	71.5	87.75	136.5	35.25	1.92	AR	Lonoke County	3
Lonoke County, AR	78.86	82.43	152.71	37.71	1.97	AR	Lonoke County	6
Lonoke County, AR	102.46	110.23	163.92	34.62	1.72	AR	Lonoke County	12
Lonoke County, AR	100.56	111.19	159.94	34.44	1.69	AR	Lonoke County	18
Madison County, AR	12.5	23.5	38.5	28.0	3.05	AR	Madison County	1
Madison County, AR	9.0	16.75	37.75	61.5	4.9	AR	Madison County	3
Madison County, AR	10.86	13.71	39.0	59.0	4.11	AR	Madison County	6
Madison County, AR	14.38	17.46	39.69	39.54	3.34	AR	Madison County	12
Madison County, AR	14.75	17.56	37.75	43.56	3.06	AR	Madison County	18
Marion County, AR	6.5	11.0	32.5	26.5	5.25	AR	Marion County	1
Marion County, AR	5.5	8.5	30.25	40.5	6.05	AR	Marion County	3
Marion County, AR	7.29	8.71	29.29	49.0	4.76	AR	Marion County	6
Marion County, AR	7.77	10.08	28.0	49.85	4.06	AR	Marion County	12
Marion County, AR	7.12	9.56	26.06	57.31	4.14	AR	Marion County	18
Miller County, AR	25.0	31.0	85.5	70.5	3.85	AR	Miller County	1
Miller County, AR	21.75	27.75	93.75	81.75	4.88	AR	Miller County	3
Miller County, AR	22.43	25.86	95.14	74.43	4.61	AR	Miller County	6
Miller County, AR	25.0	28.23	88.69	69.46	3.89	AR	Miller County	12
Miller County, AR	24.44	27.5	86.31	72.06	3.84	AR	Miller County	18
Mississippi County, AR	22.0	28.0	73.0	40.0	3.4	AR	Mississippi County	1
Mississippi County, AR	15.75	31.0	74.25	51.5	5.75	AR	Mississippi County	3
Mississippi County, AR	15.14	24.29	66.86	51.43	5.39	AR	Mississippi County	6
Mississippi County, AR	16.54	21.92	59.62	52.38	4.37	AR	Mississippi County	12
Mississippi County, AR	17.31	22.19	59.69	59.19	4.2	AR	Mississippi County	18
Monroe County, AR	1.0	1.0	8.5	79.5	8.5	AR	Monroe County	1
Monroe County, AR	1.25	1.5	8.75	91.75	7.62	AR	Monroe County	3
Monroe County, AR	1.86	2.17	9.29	74.57	6.11	AR	Monroe County	6
Monroe County, AR	1.83	2.73	8.17	87.25	5.38	AR	Monroe County	12
Monroe County, AR	1.79	2.54	7.64	79.29	5.04	AR	Monroe County	18
Montgomery County, AR	7.0	6.5	18.0	46.0	2.85	AR	Montgomery County	1
Montgomery County, AR	5.0	6.75	20.5	73.5	5.68	AR	Montgomery County	3
Montgomery County, AR	4.86	5.14	23.0	83.86	5.67	AR	Montgomery County	6
Montgomery County, AR	6.69	7.85	29.54	70.15	5.38	AR	Montgomery County	12
Montgomery County, AR	7.62	8.94	30.5	68.75	5.09	AR	Montgomery County	18
Nevada County, AR	1.0	4.0	9.0	70.0	9.0	AR	Nevada County	1
Nevada County, AR	1.0	4.0	9.0	70.0	9.0	AR	Nevada County	3
Nevada County, AR	1.67	4.0	7.0	149.33	6.33	AR	Nevada County	6
Nevada County, AR	1.5	4.0	5.75	125.5	5.25	AR	Nevada County	12
Nevada County, AR	1.6	4.0	5.0	124.4	4.4	AR	Nevada County	18
Newton County, AR	2.5	16.5	32.0	94.5	13.35	AR	Newton County	1
Newton County, AR	2.0	14.0	30.33	151.0	17.9	AR	Newton County	3
Newton County, AR	2.4	10.8	26.6	96.2	13.9	AR	Newton County	6
Newton County, AR	1.7	8.33	19.2	102.38	12.85	AR	Newton County	12
Newton County, AR	1.58	7.0	16.58	117.44	11.29	AR	Newton County	18
Ouachita County, AR	3.0	4.0	7.0	53.5	2.35	AR	Ouachita County	1
Ouachita County, AR	3.0	4.0	7.0	53.5	2.35	AR	Ouachita County	3
Ouachita County, AR	2.2	2.6	5.2	43.4	2.54	AR	Ouachita County	6
Ouachita County, AR	1.78	2.5	4.44	62.89	2.8	AR	Ouachita County	12
Ouachita County, AR	1.7	2.5	4.2	73.7	2.72	AR	Ouachita County	18
Perry County, AR	4.0	8.0	16.0	46.0	4.0	AR	Perry County	1
Perry County, AR	3.25	6.0	13.25	49.0	5.58	AR	Perry County	3
Perry County, AR	4.71	6.14	14.14	45.86	4.26	AR	Perry County	6
Perry County, AR	5.77	6.69	14.31	39.38	3.3	AR	Perry County	12
Perry County, AR	5.94	6.75	14.44	39.56	3.12	AR	Perry County	18
Phillips County, AR	5.0	6.5	13.0	53.5	2.75	AR	Phillips County	1
Phillips County, AR	5.0	6.5	13.0	53.5	2.75	AR	Phillips County	3
Phillips County, AR	3.5	4.0	11.75	80.25	4.0	AR	Phillips County	6
Phillips County, AR	2.56	3.0	9.89	82.44	5.33	AR	Phillips County	12
Phillips County, AR	2.33	3.09	10.0	77.5	5.92	AR	Phillips County	18
Pike County, AR	1.5	9.5	41.0	84.5	31.75	AR	Pike County	1
Pike County, AR	2.75	7.0	37.25	88.25	20.35	AR	Pike County	3
Pike County, AR	3.57	6.71	37.43	98.14	15.43	AR	Pike County	6
Pike County, AR	5.08	7.85	34.08	75.62	11.32	AR	Pike County	12
Pike County, AR	5.19	7.94	32.0	73.25	10.11	AR	Pike County	18
Poinsett County, AR	13.5	23.5	68.5	35.0	5.15	AR	Poinsett County	1
Poinsett County, AR	14.0	24.5	66.0	39.5	4.85	AR	Poinsett County	3
Poinsett County, AR	13.86	21.29	61.0	42.71	4.86	AR	Poinsett County	6
Poinsett County, AR	16.46	21.54	55.23	42.69	3.78	AR	Poinsett County	12
Poinsett County, AR	16.19	20.62	52.75	45.44	3.61	AR	Poinsett County	18
Polk County, AR	15.5	25.5	111.0	97.0	7.2	AR	Polk County	1
Polk County, AR	12.5	22.75	108.0	97.75	9.6	AR	Polk County	3
Polk County, AR	13.14	20.29	103.86	96.0	8.77	AR	Polk County	6
Polk County, AR	17.08	23.08	96.62	86.31	6.76	AR	Polk County	12
Polk County, AR	17.12	22.81	94.75	92.06	6.51	AR	Polk County	18
Pope County, AR	8.5	9.5	16.0	46.5	2.4	AR	Pope County	1
Pope County, AR	7.5	7.5	15.5	43.0	2.45	AR	Pope County	3
Pope County, AR	8.43	7.86	18.57	52.86	3.03	AR	Pope County	6
Pope County, AR	7.92	8.85	21.08	45.77	3.23	AR	Pope County	12
Pope County, AR	8.62	8.69	19.56	46.62	2.86	AR	Pope County	18
Prairie County, AR	3.0	2.0	5.0	129.5	2.6	AR	Prairie County	1
Prairie County, AR	2.0	2.33	6.25	86.25	5.05	AR	Prairie County	3
Prairie County, AR	2.86	3.0	8.86	70.57	4.67	AR	Prairie County	6
Prairie County, AR	2.08	3.67	10.46	56.58	7.63	AR	Prairie County	12
Prairie County, AR	2.07	3.46	9.6	63.64	6.97	AR	Prairie County	18
Pulaski County, AR	433.5	506.5	922.5	38.5	2.15	AR	Pulaski County	1
Pulaski County, AR	385.75	478.0	927.25	42.75	2.45	AR	Pulaski County	3
Pulaski County, AR	388.71	461.86	959.71	41.14	2.49	AR	Pulaski County	6
Pulaski County, AR	478.0	548.23	983.46	38.15	2.16	AR	Pulaski County	12
Pulaski County, AR	478.94	554.81	958.12	37.94	2.09	AR	Pulaski County	18
Randolph County, AR	7.5	7.0	20.5	34.5	4.8	AR	Randolph County	1
Randolph County, AR	5.25	5.75	20.25	61.0	6.1	AR	Randolph County	3
