county_qualified_name	homes_sold_redfin	new_listings_redfin	inventory_redfin	median_dom_redfin	months_of_supply_redfin	state_code	county_name	months_averaged_redfin	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile	property_count
Covington County, AL	19.5	29.0	102.0	69.75	5.38	AL	Covington County	3	1233	903	330	73	34	377	339	278	0.37	0.88	0.22	0.12	0.076	11830	2604	4154	0.22	0.351	0.61	0.56	0.55	243.3	2.26	1494.0	-0.07	37049	-760	-2.1	35.5	33,979
Covington County, AL	21.0	27.14	102.86	70.57	5.06	AL	Covington County	6	1233	903	330	73	34	377	339	278	0.37	0.88	0.22	0.12	0.076	11830	2604	4154	0.22	0.351	0.61	0.56	0.55	243.3	2.26	1494.0	-0.07	37049	-760	-2.1	35.5	33,979
Covington County, AL	24.92	30.08	98.15	68.77	4.25	AL	Covington County	12	1233	903	330	73	34	377	339	278	0.37	0.88	0.22	0.12	0.076	11830	2604	4154	0.22	0.351	0.61	0.56	0.55	243.3	2.26	1494.0	-0.07	37049	-760	-2.1	35.5	33,979
Covington County, AL	25.94	30.25	96.06	70.31	4.0	AL	Covington County	18	1233	903	330	73	34	377	339	278	0.37	0.88	0.22	0.12	0.076	11830	2604	4154	0.22	0.351	0.61	0.56	0.55	243.3	2.26	1494.0	-0.07	37049	-760	-2.1	35.5	33,979
Crenshaw County, AL	1.5	2.5	10.0	40.0	7.5	AL	Crenshaw County	1	471	401	70	3	2	38	27	11	0.17	1.84	0.11	0.18	0.047	8509	1761	4135	0.207	0.486	0.45	0.44	0.44	244.5	6.7	2000.0	-0.49	13772	-97	-0.7	22.5	17,698
Crenshaw County, AL	1.33	2.67	9.33	118.67	7.67	AL	Crenshaw County	3	471	401	70	3	2	38	27	11	0.17	1.84	0.11	0.18	0.047	8509	1761	4135	0.207	0.486	0.45	0.44	0.44	244.5	6.7	2000.0	-0.49	13772	-97	-0.7	22.5	17,698
Crenshaw County, AL	1.4	2.5	7.2	92.4	5.9	AL	Crenshaw County	6	471	401	70	3	2	38	27	11	0.17	1.84	0.11	0.18	0.047	8509	1761	4135	0.207	0.486	0.45	0.44	0.44	244.5	6.7	2000.0	-0.49	13772	-97	-0.7	22.5	17,698
Crenshaw County, AL	1.3	1.75	5.3	99.7	4.45	AL	Crenshaw County	12	471	401	70	3	2	38	27	11	0.17	1.84	0.11	0.18	0.047	8509	1761	4135	0.207	0.486	0.45	0.44	0.44	244.5	6.7	2000.0	-0.49	13772	-97	-0.7	22.5	17,698
Crenshaw County, AL	1.25	1.6	4.83	93.33	4.12	AL	Crenshaw County	18	471	401	70	3	2	38	27	11	0.17	1.84	0.11	0.18	0.047	8509	1761	4135	0.207	0.486	0.45	0.44	0.44	244.5	6.7	2000.0	-0.49	13772	-97	-0.7	22.5	17,698
Cullman County, AL	89.0	112.5	344.0	74.5	3.9	AL	Cullman County	1	2560	1836	724	298	208	878	612	413	0.39	0.82	0.49	0.5	0.099	18504	1123	4291	0.061	0.232	0.77	0.74	0.75	176.6	3.09	921.0	0.46	83768	3312	4.0	111.0	17,698
Cullman County, AL	76.0	103.0	343.0	89.25	4.7	AL	Cullman County	3	2560	1836	724	298	208	878	612	413	0.39	0.82	0.49	0.5	0.099	18504	1123	4291	0.061	0.232	0.77	0.74	0.75	176.6	3.09	921.0	0.46	83768	3312	4.0	111.0	17,698
Cullman County, AL	82.0	101.14	363.29	79.71	4.54	AL	Cullman County	6	2560	1836	724	298	208	878	612	413	0.39	0.82	0.49	0.5	0.099	18504	1123	4291	0.061	0.232	0.77	0.74	0.75	176.6	3.09	921.0	0.46	83768	3312	4.0	111.0	17,698
Cullman County, AL	84.08	116.23	365.62	65.92	4.54	AL	Cullman County	12	2560	1836	724	298	208	878	612	413	0.39	0.82	0.49	0.5	0.099	18504	1123	4291	0.061	0.232	0.77	0.74	0.75	176.6	3.09	921.0	0.46	83768	3312	4.0	111.0	17,698
Cullman County, AL	76.62	113.06	341.31	64.31	4.68	AL	Cullman County	18	2560	1836	724	298	208	878	612	413	0.39	0.82	0.49	0.5	0.099	18504	1123	4291	0.061	0.232	0.77	0.74	0.75	176.6	3.09	921.0	0.46	83768	3312	4.0	111.0	17,698
Dale County, AL	32.5	30.0	73.0	50.0	2.25	AL	Dale County	1	718	541	177	63	37	195	154	53	0.33	0.91	0.41	0.7	0.044	12273	1382	3813	0.113	0.311	0.56	0.54	0.54	213.2	-4.03	1607.0	-0.16	49172	-1222	-2.5	87.4	30,725
Dale County, AL	31.25	28.0	73.25	53.75	2.38	AL	Dale County	3	718	541	177	63	37	195	154	53	0.33	0.91	0.41	0.7	0.044	12273	1382	3813	0.113	0.311	0.56	0.54	0.54	213.2	-4.03	1607.0	-0.16	49172	-1222	-2.5	87.4	30,725
Dale County, AL	35.71	29.86	86.43	51.86	2.46	AL	Dale County	6	718	541	177	63	37	195	154	53	0.33	0.91	0.41	0.7	0.044	12273	1382	3813	0.113	0.311	0.56	0.54	0.54	213.2	-4.03	1607.0	-0.16	49172	-1222	-2.5	87.4	30,725
Dale County, AL	42.15	42.38	101.23	48.85	2.43	AL	Dale County	12	718	541	177	63	37	195	154	53	0.33	0.91	0.41	0.7	0.044	12273	1382	3813	0.113	0.311	0.56	0.54	0.54	213.2	-4.03	1607.0	-0.16	49172	-1222	-2.5	87.4	30,725
Dale County, AL	42.88	42.06	98.31	49.69	2.34	AL	Dale County	18	718	541	177	63	37	195	154	53	0.33	0.91	0.41	0.7	0.044	12273	1382	3813	0.113	0.311	0.56	0.54	0.54	213.2	-4.03	1607.0	-0.16	49172	-1222	-2.5	87.4	30,725
Dallas County, AL	11.5	20.5	77.0	113.5	7.55	AL	Dallas County	1	366	293	73	8	7	47	37	21	0.25	1.55	0.22	0.33	0.022	13097	2051	5646	0.157	0.431	0.57	0.51	0.51	365.5	-0.17	2020.0	-0.51	37196	-6658	-17.9	37.4	31,414
Dallas County, AL	12.0	18.5	74.5	127.0	6.65	AL	Dallas County	3	366	293	73	8	7	47	37	21	0.25	1.55	0.22	0.33	0.022	13097	2051	5646	0.157	0.431	0.57	0.51	0.51	365.5	-0.17	2020.0	-0.51	37196	-6658	-17.9	37.4	31,414
Dallas County, AL	12.43	16.43	78.43	122.29	6.77	AL	Dallas County	6	366	293	73	8	7	47	37	21	0.25	1.55	0.22	0.33	0.022	13097	2051	5646	0.157	0.431	0.57	0.51	0.51	365.5	-0.17	2020.0	-0.51	37196	-6658	-17.9	37.4	31,414
Dallas County, AL	14.38	19.62	88.23	107.54	6.85	AL	Dallas County	12	366	293	73	8	7	47	37	21	0.25	1.55	0.22	0.33	0.022	13097	2051	5646	0.157	0.431	0.57	0.51	0.51	365.5	-0.17	2020.0	-0.51	37196	-6658	-17.9	37.4	31,414
Dallas County, AL	15.31	20.56	89.25	106.94	6.59	AL	Dallas County	18	366	293	73	8	7	47	37	21	0.25	1.55	0.22	0.33	0.022	13097	2051	5646	0.157	0.431	0.57	0.51	0.51	365.5	-0.17	2020.0	-0.51	37196	-6658	-17.9	37.4	31,414
DeKalb County, AL	45.5	51.0	131.5	87.0	2.95	AL	DeKalb County	1	960	585	375	130	70	303	200	141	0.64	1.24	0.65	0.5	0.044	13392	1255	2938	0.094	0.219	0.56	0.5	0.5	342.5	1.47	2452.0	-0.99	71513	350	0.5	91.8	51,568
DeKalb County, AL	40.0	44.25	135.25	82.0	3.5	AL	DeKalb County	3	960	585	375	130	70	303	200	141	0.64	1.24	0.65	0.5	0.044	13392	1255	2938	0.094	0.219	0.56	0.5	0.5	342.5	1.47	2452.0	-0.99	71513	350	0.5	91.8	51,568
DeKalb County, AL	41.57	43.0	147.57	74.43	3.66	AL	DeKalb County	6	960	585	375	130	70	303	200	141	0.64	1.24	0.65	0.5	0.044	13392	1255	2938	0.094	0.219	0.56	0.5	0.5	342.5	1.47	2452.0	-0.99	71513	350	0.5	91.8	51,568
DeKalb County, AL	46.0	54.31	150.46	60.38	3.38	AL	DeKalb County	12	960	585	375	130	70	303	200	141	0.64	1.24	0.65	0.5	0.044	13392	1255	2938	0.094	0.219	0.56	0.5	0.5	342.5	1.47	2452.0	-0.99	71513	350	0.5	91.8	51,568
DeKalb County, AL	45.25	53.19	143.62	61.0	3.26	AL	DeKalb County	18	960	585	375	130	70	303	200	141	0.64	1.24	0.65	0.5	0.044	13392	1255	2938	0.094	0.219	0.56	0.5	0.5	342.5	1.47	2452.0	-0.99	71513	350	0.5	91.8	51,568
Elmore County, AL	82.0	100.0	210.0	41.0	2.6	AL	Elmore County	1	1662	1310	352	105	53	705	653	347	0.27	0.5	0.16	0.15	0.084	15653	1417	5202	0.091	0.332	0.65	0.64	0.64	185.5	4.0	383.0	1.47	81209	1657	2.0	123.6	49,081
Elmore County, AL	71.0	93.5	207.75	47.75	3.0	AL	Elmore County	3	1662	1310	352	105	53	705	653	347	0.27	0.5	0.16	0.15	0.084	15653	1417	5202	0.091	0.332	0.65	0.64	0.64	185.5	4.0	383.0	1.47	81209	1657	2.0	123.6	49,081
Elmore County, AL	78.57	84.57	213.14	48.14	2.79	AL	Elmore County	6	1662	1310	352	105	53	705	653	347	0.27	0.5	0.16	0.15	0.084	15653	1417	5202	0.091	0.332	0.65	0.64	0.64	185.5	4.0	383.0	1.47	81209	1657	2.0	123.6	49,081
Elmore County, AL	99.0	107.85	249.31	46.46	2.61	AL	Elmore County	12	1662	1310	352	105	53	705	653	347	0.27	0.5	0.16	0.15	0.084	15653	1417	5202	0.091	0.332	0.65	0.64	0.64	185.5	4.0	383.0	1.47	81209	1657	2.0	123.6	49,081
Elmore County, AL	100.38	109.0	251.31	47.75	2.58	AL	Elmore County	18	1662	1310	352	105	53	705	653	347	0.27	0.5	0.16	0.15	0.084	15653	1417	5202	0.091	0.332	0.65	0.64	0.64	185.5	4.0	383.0	1.47	81209	1657	2.0	123.6	49,081
Escambia County, AL	17.5	21.0	52.5	50.5	3.0	AL	Escambia County	1	1047	720	327	138	65	294	228	144	0.45	1.11	0.61	0.45	0.053	13616	2635	4316	0.194	0.317	0.45	0.44	0.43	263.1	-7.81	1726.0	-0.25	36633	-1712	-4.7	38.4	32,015
Escambia County, AL	17.5	20.25	50.5	42.5	2.88	AL	Escambia County	3	1047	720	327	138	65	294	228	144	0.45	1.11	0.61	0.45	0.053	13616	2635	4316	0.194	0.317	0.45	0.44	0.43	263.1	-7.81	1726.0	-0.25	36633	-1712	-4.7	38.4	32,015
Escambia County, AL	15.71	17.71	55.14	67.86	3.61	AL	Escambia County	6	1047	720	327	138	65	294	228	144	0.45	1.11	0.61	0.45	0.053	13616	2635	4316	0.194	0.317	0.45	0.44	0.43	263.1	-7.81	1726.0	-0.25	36633	-1712	-4.7	38.4	32,015
Escambia County, AL	19.08	20.0	65.92	73.0	3.62	AL	Escambia County	12	1047	720	327	138	65	294	228	144	0.45	1.11	0.61	0.45	0.053	13616	2635	4316	0.194	0.317	0.45	0.44	0.43	263.1	-7.81	1726.0	-0.25	36633	-1712	-4.7	38.4	32,015
Escambia County, AL	19.56	21.75	68.69	73.88	3.65	AL	Escambia County	18	1047	720	327	138	65	294	228	144	0.45	1.11	0.61	0.45	0.053	13616	2635	4316	0.194	0.317	0.45	0.44	0.43	263.1	-7.81	1726.0	-0.25	36633	-1712	-4.7	38.4	32,015
Etowah County, AL	94.5	106.0	249.5	61.0	2.65	AL	Etowah County	1	1105	821	284	113	44	410	296	154	0.35	0.69	0.38	0.29	0.03	27485	2072	5507	0.075	0.2	0.62	0.6	0.59	374.6	3.16	869.0	0.52	102268	-2191	-2.1	186.4	73,773
Etowah County, AL	78.75	95.75	259.5	65.75	3.45	AL	Etowah County	3	1105	821	284	113	44	410	296	154	0.35	0.69	0.38	0.29	0.03	27485	2072	5507	0.075	0.2	0.62	0.6	0.59	374.6	3.16	869.0	0.52	102268	-2191	-2.1	186.4	73,773
Etowah County, AL	79.0	88.43	278.57	63.86	3.63	AL	Etowah County	6	1105	821	284	113	44	410	296	154	0.35	0.69	0.38	0.29	0.03	27485	2072	5507	0.075	0.2	0.62	0.6	0.59	374.6	3.16	869.0	0.52	102268	-2191	-2.1	186.4	73,773
Etowah County, AL	89.0	108.46	284.85	54.31	3.33	AL	Etowah County	12	1105	821	284	113	44	410	296	154	0.35	0.69	0.38	0.29	0.03	27485	2072	5507	0.075	0.2	0.62	0.6	0.59	374.6	3.16	869.0	0.52	102268	-2191	-2.1	186.4	73,773
Etowah County, AL	89.06	107.0	269.56	54.38	3.13	AL	Etowah County	18	1105	821	284	113	44	410	296	154	0.35	0.69	0.38	0.29	0.03	27485	2072	5507	0.075	0.2	0.62	0.6	0.59	374.6	3.16	869.0	0.52	102268	-2191	-2.1	186.4	73,773
Fayette County, AL	10.5	11.0	23.5	51.0	2.25	AL	Fayette County	1	324	227	97	29	13	81	70	27	0.43	1.2	0.41	0.48	0.018	12325	1707	5337	0.138	0.433	0.42	0.39	0.39	148.1	24.44	1767.0	-0.28	16302	-927	-5.7	25.9	22,412
Fayette County, AL	7.0	10.25	23.0	50.0	4.45	AL	Fayette County	3	324	227	97	29	13	81	70	27	0.43	1.2	0.41	0.48	0.018	12325	1707	5337	0.138	0.433	0.42	0.39	0.39	148.1	24.44	1767.0	-0.28	16302	-927	-5.7	25.9	22,412
Fayette County, AL	7.4	10.0	23.0	48.6	4.08	AL	Fayette County	6	324	227	97	29	13	81	70	27	0.43	1.2	0.41	0.48	0.018	12325	1707	5337	0.138	0.433	0.42	0.39	0.39	148.1	24.44	1767.0	-0.28	16302	-927	-5.7	25.9	22,412
Fayette County, AL	6.82	8.09	20.82	55.18	3.74	AL	Fayette County	12	324	227	97	29	13	81	70	27	0.43	1.2	0.41	0.48	0.018	12325	1707	5337	0.138	0.433	0.42	0.39	0.39	148.1	24.44	1767.0	-0.28	16302	-927	-5.7	25.9	22,412
Fayette County, AL	6.14	7.43	18.57	53.93	3.66	AL	Fayette County	18	324	227	97	29	13	81	70	27	0.43	1.2	0.41	0.48	0.018	12325	1707	5337	0.138	0.433	0.42	0.39	0.39	148.1	24.44	1767.0	-0.28	16302	-927	-5.7	25.9	22,412
Franklin County, AL	11.0	12.0	41.0	38.5	3.75	AL	Franklin County	1	503	399	104	42	15	131	86	56	0.26	0.79	0.49	0.27	0.04	10016	1123	2758	0.112	0.275	0.54	0.53	0.53	192.9	-3.43	1286.0	0.1	31362	-384	-1.2	48.5	23,470
Franklin County, AL	12.75	14.75	46.75	43.25	3.8	AL	Franklin County	3	503	399	104	42	15	131	86	56	0.26	0.79	0.49	0.27	0.04	10016	1123	2758	0.112	0.275	0.54	0.53	0.53	192.9	-3.43	1286.0	0.1	31362	-384	-1.2	48.5	23,470
Franklin County, AL	11.57	17.0	51.0	34.43	4.6	AL	Franklin County	6	503	399	104	42	15	131	86	56	0.26	0.79	0.49	0.27	0.04	10016	1123	2758	0.112	0.275	0.54	0.53	0.53	192.9	-3.43	1286.0	0.1	31362	-384	-1.2	48.5	23,470
Franklin County, AL	9.42	16.92	45.33	41.17	5.33	AL	Franklin County	12	503	399	104	42	15	131	86	56	0.26	0.79	0.49	0.27	0.04	10016	1123	2758	0.112	0.275	0.54	0.53	0.53	192.9	-3.43	1286.0	0.1	31362	-384	-1.2	48.5	23,470
Franklin County, AL	8.21	15.36	40.93	54.29	6.64	AL	Franklin County	18	503	399	104	42	15	131	86	56	0.26	0.79	0.49	0.27	0.04	10016	1123	2758	0.112	0.275	0.54	0.53	0.53	192.9	-3.43	1286.0	0.1	31362	-384	-1.2	48.5	23,470
Geneva County, AL	20.0	15.0	35.5	87.5	1.9	AL	Geneva County	1	635	428	207	40	20	194	107	30	0.48	1.07	0.37	0.67	0.037	11547	1622	4316	0.14	0.374	0.4	0.38	0.38	159.6	1.3	1749.0	-0.27	26271	-506	-1.9	45.4	24,412
Geneva County, AL	15.0	13.75	38.25	79.75	3.0	AL	Geneva County	3	635	428	207	40	20	194	107	30	0.48	1.07	0.37	0.67	0.037	11547	1622	4316	0.14	0.374	0.4	0.38	0.38	159.6	1.3	1749.0	-0.27	26271	-506	-1.9	45.4	24,412
Geneva County, AL	15.57	14.14	43.86	61.29	3.11	AL	Geneva County	6	635	428	207	40	20	194	107	30	0.48	1.07	0.37	0.67	0.037	11547	1622	4316	0.14	0.374	0.4	0.38	0.38	159.6	1.3	1749.0	-0.27	26271	-506	-1.9	45.4	24,412
Geneva County, AL	15.0	16.15	42.46	54.08	3.11	AL	Geneva County	12	635	428	207	40	20	194	107	30	0.48	1.07	0.37	0.67	0.037	11547	1622	4316	0.14	0.374	0.4	0.38	0.38	159.6	1.3	1749.0	-0.27	26271	-506	-1.9	45.4	24,412
Geneva County, AL	15.12	15.69	39.56	58.75	2.93	AL	Geneva County	18	635	428	207	40	20	194	107	30	0.48	1.07	0.37	0.67	0.037	11547	1622	4316	0.14	0.374	0.4	0.38	0.38	159.6	1.3	1749.0	-0.27	26271	-506	-1.9	45.4	24,412
Greene County, AL	1.5	1.5	6.5	154.0	5.0	AL	Greene County	1	98	84	14	5	4	5	5	3	0.17	2.8	1.0	1.33	0.012	7115	1293	4222	0.182	0.593	0.28	0.27	0.27	152.8	-6.08	2025.0	-0.51	8111	-880	-10.8	12.3	11,774
Greene County, AL	1.33	1.67	6.67	112.67	5.67	AL	Greene County	3	98	84	14	5	4	5	5	3	0.17	2.8	1.0	1.33	0.012	7115	1293	4222	0.182	0.593	0.28	0.27	0.27	152.8	-6.08	2025.0	-0.51	8111	-880	-10.8	12.3	11,774
Greene County, AL	1.17	1.83	8.33	86.83	7.83	AL	Greene County	6	98	84	14	5	4	5	5	3	0.17	2.8	1.0	1.33	0.012	7115	1293	4222	0.182	0.593	0.28	0.27	0.27	152.8	-6.08	2025.0	-0.51	8111	-880	-10.8	12.3	11,774
Greene County, AL	1.18	1.64	7.55	115.27	7.0	AL	Greene County	12	98	84	14	5	4	5	5	3	0.17	2.8	1.0	1.33	0.012	7115	1293	4222	0.182	0.593	0.28	0.27	0.27	152.8	-6.08	2025.0	-0.51	8111	-880	-10.8	12.3	11,774
Greene County, AL	1.23	1.62	7.15	106.54	6.5	AL	Greene County	18	98	84	14	5	4	5	5	3	0.17	2.8	1.0	1.33	0.012	7115	1293	4222	0.182	0.593	0.28	0.27	0.27	152.8	-6.08	2025.0	-0.51	8111	-880	-10.8	12.3	11,774
Hale County, AL	3.5	9.0	20.0	30.5	5.9	AL	Hale County	1	358	276	82	8	5	55	29	18	0.3	1.49	0.28	0.28	0.029	9359	1199	4679	0.128	0.5	0.44	0.37	0.37	179.3	4.21	791.0	0.62	14651	-1094	-7.5	22.3	17,145
Hale County, AL	5.0	7.25	20.25	39.75	4.55	AL	Hale County	3	358	276	82	8	5	55	29	18	0.3	1.49	0.28	0.28	0.029	9359	1199	4679	0.128	0.5	0.44	0.37	0.37	179.3	4.21	791.0	0.62	14651	-1094	-7.5	22.3	17,145
Hale County, AL	4.71	7.29	22.57	53.57	5.19	AL	Hale County	6	358	276	82	8	5	55	29	18	0.3	1.49	0.28	0.28	0.029	9359	1199	4679	0.128	0.5	0.44	0.37	0.37	179.3	4.21	791.0	0.62	14651	-1094	-7.5	22.3	17,145
Hale County, AL	5.69	7.54	25.23	56.77	4.95	AL	Hale County	12	358	276	82	8	5	55	29	18	0.3	1.49	0.28	0.28	0.029	9359	1199	4679	0.128	0.5	0.44	0.37	0.37	179.3	4.21	791.0	0.62	14651	-1094	-7.5	22.3	17,145
Hale County, AL	5.5	7.88	25.5	60.0	5.46	AL	Hale County	18	358	276	82	8	5	55	29	18	0.3	1.49	0.28	0.28	0.029	9359	1199	4679	0.128	0.5	0.44	0.37	0.37	179.3	4.21	791.0	0.62	14651	-1094	-7.5	22.3	17,145
Henry County, AL	13.0	15.0	53.0	43.5	4.1	AL	Henry County	1	848	658	190	69	26	234	114	58	0.29	0.81	0.61	0.45	0.099	6616	1603	4122	0.242	0.623	0.65	0.65	0.65	210.8	0.31	1269.0	0.12	17205	-91	-0.5	30.3	20,155
Henry County, AL	10.25	14.75	54.25	51.25	6.2	AL	Henry County	3	848	658	190	69	26	234	114	58	0.29	0.81	0.61	0.45	0.099	6616	1603	4122	0.242	0.623	0.65	0.65	0.65	210.8	0.31	1269.0	0.12	17205	-91	-0.5	30.3	20,155
Henry County, AL	10.57	15.29	57.86	41.43	6.13	AL	Henry County	6	848	658	190	69	26	234	114	58	0.29	0.81	0.61	0.45	0.099	6616	1603	4122	0.242	0.623	0.65	0.65	0.65	210.8	0.31	1269.0	0.12	17205	-91	-0.5	30.3	20,155
Henry County, AL	12.85	16.38	53.69	65.62	4.88	AL	Henry County	12	848	658	190	69	26	234	114	58	0.29	0.81	0.61	0.45	0.099	6616	1603	4122	0.242	0.623	0.65	0.65	0.65	210.8	0.31	1269.0	0.12	17205	-91	-0.5	30.3	20,155
Henry County, AL	13.12	14.31	46.5	81.36	4.19	AL	Henry County	18	848	658	190	69	26	234	114	58	0.29	0.81	0.61	0.45	0.099	6616	1603	4122	0.242	0.623	0.65	0.65	0.65	210.8	0.31	1269.0	0.12	17205	-91	-0.5	30.3	20,155
Houston County, AL	117.0	129.5	217.0	33.5	1.95	AL	Houston County	1	1782	1325	457	151	74	434	191	131	0.34	1.05	0.79	0.56	0.089	14892	1806	3150	0.121	0.212	0.62	0.61	0.61	230.9	-1.63	1822.0	-0.34	105882	4084	3.9	182.0	59,077
Houston County, AL	102.25	113.5	213.75	37.75	2.2	AL	Houston County	3	1782	1325	457	151	74	434	191	131	0.34	1.05	0.79	0.56	0.089	14892	1806	3150	0.121	0.212	0.62	0.61	0.61	230.9	-1.63	1822.0	-0.34	105882	4084	3.9	182.0	59,077
Houston County, AL	95.14	99.57	226.57	37.29	2.49	AL	Houston County	6	1782	1325	457	151	74	434	191	131	0.34	1.05	0.79	0.56	0.089	14892	1806	3150	0.121	0.212	0.62	0.61	0.61	230.9	-1.63	1822.0	-0.34	105882	4084	3.9	182.0	59,077
Houston County, AL	109.38	109.15	223.85	33.62	2.14	AL	Houston County	12	1782	1325	457	151	74	434	191	131	0.34	1.05	0.79	0.56	0.089	14892	1806	3150	0.121	0.212	0.62	0.61	0.61	230.9	-1.63	1822.0	-0.34	105882	4084	3.9	182.0	59,077
Houston County, AL	109.88	97.06	192.88	38.06	1.83	AL	Houston County	18	1782	1325	457	151	74	434	191	131	0.34	1.05	0.79	0.56	0.089	14892	1806	3150	0.121	0.212	0.62	0.61	0.61	230.9	-1.63	1822.0	-0.34	105882	4084	3.9	182.0	59,077
Jackson County, AL	38.0	35.5	100.0	77.5	2.65	AL	Jackson County	1	1079	739	340	119	49	302	183	88	0.46	1.13	0.65	0.56	0.042	17578	2401	5998	0.137	0.341	0.61	0.58	0.57	355.5	1.21	669.0	0.79	51626	-1558	-3.0	45.8	47,471
Jackson County, AL	30.75	33.25	100.5	69.0	3.48	AL	Jackson County	3	1079	739	340	119	49	302	183	88	0.46	1.13	0.65	0.56	0.042	17578	2401	5998	0.137	0.341	0.61	0.58	0.57	355.5	1.21	669.0	0.79	51626	-1558	-3.0	45.8	47,471
Jackson County, AL	28.0	31.14	109.29	66.57	4.16	AL	Jackson County	6	1079	739	340	119	49	302	183	88	0.46	1.13	0.65	0.56	0.042	17578	2401	5998	0.137	0.341	0.61	0.58	0.57	355.5	1.21	669.0	0.79	51626	-1558	-3.0	45.8	47,471
Jackson County, AL	32.85	39.46	109.85	56.85	3.6	AL	Jackson County	12	1079	739	340	119	49	302	183	88	0.46	1.13	0.65	0.56	0.042	17578	2401	5998	0.137	0.341	0.61	0.58	0.57	355.5	1.21	669.0	0.79	51626	-1558	-3.0	45.8	47,471
Jackson County, AL	33.38	38.62	105.94	57.5	3.4	AL	Jackson County	18	1079	739	340	119	49	302	183	88	0.46	1.13	0.65	0.56	0.042	17578	2401	5998	0.137	0.341	0.61	0.58	0.57	355.5	1.21	669.0	0.79	51626	-1558	-3.0	45.8	47,471
Jefferson County, AL	709.5	835.0	1728.5	42.0	2.45	AL	Jefferson County	1	4681	2939	1742	850	539	1563	903	582	0.59	1.11	0.94	0.93	0.044	67401	8358	16046	0.124	0.238	0.75	0.7	0.7	325.3	0.9	808.0	0.59	658573	358	0.1	586.0	374,521
Jefferson County, AL	624.0	756.25	1731.25	49.25	2.88	AL	Jefferson County	3	4681	2939	1742	850	539	1563	903	582	0.59	1.11	0.94	0.93	0.044	67401	8358	16046	0.124	0.238	0.75	0.7	0.7	325.3	0.9	808.0	0.59	658573	358	0.1	586.0	374,521
Jefferson County, AL	627.0	720.57	1827.71	48.0	2.97	AL	Jefferson County	6	4681	2939	1742	850	539	1563	903	582	0.59	1.11	0.94	0.93	0.044	67401	8358	16046	0.124	0.238	0.75	0.7	0.7	325.3	0.9	808.0	0.59	658573	358	0.1	586.0	374,521
Jefferson County, AL	789.08	914.92	1910.62	42.62	2.56	AL	Jefferson County	12	4681	2939	1742	850	539	1563	903	582	0.59	1.11	0.94	0.93	0.044	67401	8358	16046	0.124	0.238	0.75	0.7	0.7	325.3	0.9	808.0	0.59	658573	358	0.1	586.0	374,521
Jefferson County, AL	786.88	927.56	1845.31	41.44	2.47	AL	Jefferson County	18	4681	2939	1742	850	539	1563	903	582	0.59	1.11	0.94	0.93	0.044	67401	8358	16046	0.124	0.238	0.75	0.7	0.7	325.3	0.9	808.0	0.59	658573	358	0.1	586.0	374,521
Lamar County, AL	2.5	3.0	11.0	132.0	4.5	AL	Lamar County	1	229	201	28	2	0	10	9	4	0.14	2.8	0.22	0.0	0.019	10489	2040	4194	0.194	0.4	0.43	0.42	0.41	131.8	20.57	2046.0	-0.53	13805	-691	-5.0	22.8	20,355
Lamar County, AL	2.5	3.33	12.75	103.25	5.2	AL	Lamar County	3	229	201	28	2	0	10	9	4	0.14	2.8	0.22	0.0	0.019	10489	2040	4194	0.194	0.4	0.43	0.42	0.41	131.8	20.57	2046.0	-0.53	13805	-691	-5.0	22.8	20,355
Lamar County, AL	2.2	3.5	13.4	89.6	7.36	AL	Lamar County	6	229	201	28	2	0	10	9	4	0.14	2.8	0.22	0.0	0.019	10489	2040	4194	0.194	0.4	0.43	0.42	0.41	131.8	20.57	2046.0	-0.53	13805	-691	-5.0	22.8	20,355
Lamar County, AL	1.89	2.88	10.33	114.56	6.68	AL	Lamar County	12	229	201	28	2	0	10	9	4	0.14	2.8	0.22	0.0	0.019	10489	2040	4194	0.194	0.4	0.43	0.42	0.41	131.8	20.57	2046.0	-0.53	13805	-691	-5.0	22.8	20,355
Lamar County, AL	1.8	2.88	9.6	109.8	6.31	AL	Lamar County	18	229	201	28	2	0	10	9	4	0.14	2.8	0.22	0.0	0.019	10489	2040	4194	0.194	0.4	0.43	0.42	0.41	131.8	20.57	2046.0	-0.53	13805	-691	-5.0	22.8	20,355
Lauderdale County, AL	87.5	97.0	154.5	17.0	1.75	AL	Lauderdale County	1	1625	1088	537	230	96	523	344	230	0.49	1.03	0.67	0.42	0.151	7215	788	1679	0.109	0.233	0.59	0.54	0.53	332.9	-1.56	729.0	0.7	92729	-8	0.0	129.0	54,345
