County	State	property_count	population_2015	square_miles	people/sqmiles
Ulster County	New York	"86,397"	"180,998"	"1,161"	156
Warren County	New York	"45,786"	"65,337"	932	70
Washington County	New York	"34,773"	"63,093"	846	75
Wayne County	New York	"768,030"	"92,473"	"1,383"	67
Westchester County	New York	"251,745"	"968,802"	500	1938
Wyoming County	New York	"46,078"	"41,531"	596	70
Yates County	New York	n/a	"25,156"	376	67
Alamance County	North Carolina	"70,757"	"154,378"	435	355
Alexander County	North Carolina	"24,322"	"36,930"	264	140
Alleghany County	North Carolina	"14,471"	"10,939"	237	46
Anson County	North Carolina	"22,045"	"26,161"	537	49
Ashe County	North Carolina	"38,665"	"27,151"	429	63
Avery County	North Carolina	"22,906"	"17,713"	247	72
Beaufort County	North Carolina	"43,824"	"47,464"	958	50
Bertie County	North Carolina	"18,842"	"20,344"	741	27
Bladen County	North Carolina	"32,957"	"34,843"	887	39
Brunswick County	North Carolina	"138,086"	"115,301"	"1,050"	110
Buncombe County	North Carolina	"123,953"	"247,912"	660	376
Burke County	North Carolina	"59,053"	"89,842"	515	174
Cabarrus County	North Carolina	"100,103"	"187,226"	364	514
Caldwell County	North Carolina	"51,619"	"81,990"	474	173
Camden County	North Carolina	"7,393"	"10,187"	310	33
Carteret County	North Carolina	"60,119"	"68,434"	"1,341"	51
Caswell County	North Carolina	"16,854"	"23,190"	428	54
Catawba County	North Carolina	"86,786"	"154,810"	413	374
Chatham County	North Carolina	"43,659"	"66,817"	710	94
Cherokee County	North Carolina	"33,904"	"27,218"	467	58
Chowan County	North Carolina	"13,169"	"14,726"	233	63
Clay County	North Carolina	"16,772"	"10,584"	221	48
Cleveland County	North Carolina	"56,309"	"97,047"	468	207
Columbus County	North Carolina	"45,425"	"57,246"	954	60
Craven County	North Carolina	"57,422"	"104,489"	774	135
Cumberland County	North Carolina	"138,474"	"325,871"	658	495
Currituck County	North Carolina	"25,291"	"24,396"	527	46
Dare County	North Carolina	"39,768"	"35,019"	"1,563"	22
Davidson County	North Carolina	"91,428"	"163,420"	567	288
Davie County	North Carolina	"24,494"	"41,554"	267	156
Duplin County	North Carolina	"39,229"	"60,084"	822	73
Durham County	North Carolina	"111,992"	"288,133"	298	967
Edgecombe County	North Carolina	"31,085"	"55,574"	507	110
Forsyth County	North Carolina	"158,718"	"361,220"	413	875
Franklin County	North Carolina	"40,283"	"62,260"	494	126
Gaston County	North Carolina	"104,136"	"209,420"	364	575
Gates County	North Carolina	"7,647"	"11,650"	346	34
Graham County	North Carolina	"10,151"	"8,736"	302	29
Granville County	North Carolina	"32,425"	"58,275"	536	109
Greene County	North Carolina	"11,868"	"21,232"	266	80
Guilford County	North Carolina	"210,174"	"506,610"	658	770
Halifax County	North Carolina	"39,207"	"53,453"	731	73
Harnett County	North Carolina	"65,546"	"124,987"	601	208
Haywood County	North Carolina	"49,698"	"59,183"	555	107
Henderson County	North Carolina	"66,909"	"109,540"	375	292
Hertford County	North Carolina	"23,737"	"24,431"	360	68
Hoke County	North Carolina	"25,665"	"51,322"	392	131
Hyde County	North Carolina	"7,883"	"5,721"	"1,424"	4
Iredell County	North Carolina	"95,748"	"164,517"	597	276
Jackson County	North Carolina	"40,830"	"40,919"	495	83
Johnston County	North Carolina	"96,353"	"177,967"	796	224
Jones County	North Carolina	"8,993"	"10,215"	473	22
Lee County	North Carolina	"31,488"	"60,266"	259	233
Lenoir County	North Carolina	"35,377"	"58,914"	403	146
Lincoln County	North Carolina	"48,168"	"79,740"	307	260
Macon County	North Carolina	"44,297"	"33,857"	520	65
Madison County	North Carolina	"21,367"	"21,022"	451	47
Martin County	North Carolina	"16,661"	"23,699"	462	51
McDowell County	North Carolina	"31,681"	"44,961"	446	101
Mecklenburg County	North Carolina	"393,108"	"990,977"	546	1815
Mitchell County	North Carolina	"17,496"	"15,328"	222	69
Montgomery County	North Carolina	"29,928"	"27,571"	502	55
Moore County	North Carolina	"70,993"	"91,587"	706	130
Nash County	North Carolina	"51,045"	"95,093"	543	175
New Hanover County	North Carolina	"92,395"	"213,267"	328	650
Northampton County	North Carolina	"20,112"	"20,839"	551	38
Onslow County	North Carolina	"85,552"	"185,220"	906	204
Orange County	North Carolina	"56,678"	"140,352"	401	350
Pamlico County	North Carolina	"18,050"	"12,953"	567	23
Pasquotank County	North Carolina	"21,717"	"39,981"	289	138
Pender County	North Carolina	"48,144"	"55,334"	933	59
Perquimans County	North Carolina	"14,615"	"13,601"	329	41
Person County	North Carolina	"26,855"	"39,276"	404	97
Pitt County	North Carolina	"74,271"	"174,263"	655	266
Polk County	North Carolina	"17,699"	"20,411"	239	86
Randolph County	North Carolina	"77,307"	"142,577"	789	181
Richmond County	North Carolina	"32,253"	"46,405"	480	97
Robeson County	North Carolina	"76,961"	"134,841"	951	142
Rockingham County	North Carolina	"52,555"	"91,878"	573	160
Rowan County	North Carolina	"77,906"	"138,323"	524	264
Rutherford County	North Carolina	"56,348"	"66,956"	566	118
Sampson County	North Carolina	"49,128"	"64,150"	947	68
Scotland County	North Carolina	"21,415"	"36,025"	320	112
Stanly County	North Carolina	"39,858"	"60,635"	405	150
Stokes County	North Carolina	"30,157"	"46,588"	456	102
Surry County	North Carolina	"43,329"	"73,050"	536	136
Swain County	North Carolina	"12,628"	"14,058"	541	26
Transylvania County	North Carolina	"29,206"	"32,903"	381	86
Tyrrell County	North Carolina	"4,283"	"4,109"	594	7
Union County	North Carolina	"101,484"	"212,756"	640	333
Vance County	North Carolina	"25,917"	"44,808"	270	166
Wake County	North Carolina	"354,588"	"974,289"	857	1136
Warren County	North Carolina	"23,756"	"20,575"	444	46
Washington County	North Carolina	"12,367"	"12,722"	424	30
Watauga County	North Carolina	"46,648"	"52,372"	313	167
Wayne County	North Carolina	"67,505"	"124,583"	557	224
Wilkes County	North Carolina	"63,521"	"69,023"	757	91
Wilson County	North Carolina	"41,256"	"81,667"	374	219
Yadkin County	North Carolina	"27,527"	"38,038"	338	113
Yancey County	North Carolina	"16,984"	"17,566"	313	56
Adams County	North Dakota	"20,916"	"2,360"	989	2
Barnes County	North Dakota	n/a	"11,190"	"1,513"	7
Benson County	North Dakota	n/a	"6,877"	"1,439"	5
Billings County	North Dakota	n/a	874	"1,153"	1
Bottineau County	North Dakota	"17,682"	"6,736"	"1,697"	4
Bowman County	North Dakota	n/a	"3,214"	"1,167"	3
Burke County	North Dakota	"8,282"	"2,306"	"1,129"	2
Burleigh County	North Dakota	"44,451"	"88,457"	"1,668"	53
Cass County	North Dakota	"70,245"	"162,829"	"1,768"	92
Cavalier County	North Dakota	"12,094"	"3,896"	"1,510"	3
Dickey County	North Dakota	n/a	"5,248"	"1,142"	5
Divide County	North Dakota	"8,566"	"2,314"	"1,294"	2
Dunn County	North Dakota	"18,726"	"4,162"	"2,082"	2
Eddy County	North Dakota	"5,526"	"2,404"	644	4
Emmons County	North Dakota	"9,593"	"3,486"	"1,555"	2
Foster County	North Dakota	n/a	"3,366"	647	5
Golden Valley County	North Dakota	"3,630"	"1,823"	"1,002"	2
Grand Forks County	North Dakota	"31,049"	"69,179"	"1,440"	48
Grant County	North Dakota	"8,915"	"2,377"	"1,666"	1
Griggs County	North Dakota	n/a	"2,296"	716	3
Hettinger County	North Dakota	n/a	"2,660"	"1,134"	2
Kidder County	North Dakota	n/a	"2,428"	"1,433"	2
LaMoure County	North Dakota	"9,852"	"4,166"	"1,151"	4
Logan County	North Dakota	"20,660"	"1,946"	"1,011"	2
McHenry County	North Dakota	"15,516"	"5,922"	"1,912"	3
McIntosh County	North Dakota	"12,660"	"2,754"	995	3
McKenzie County	North Dakota	"17,292"	"9,314"	"2,861"	3
McLean County	North Dakota	"19,904"	"9,517"	"2,328"	4
Mercer County	North Dakota	"12,223"	"8,592"	"1,112"	8
Morton County	North Dakota	"23,416"	"28,990"	"1,945"	15
Mountrail County	North Dakota	"16,348"	"9,376"	"1,942"	5
Nelson County	North Dakota	"24,733"	"3,095"	"1,009"	3
Oliver County	North Dakota	n/a	"1,874"	731	3
Pembina County	North Dakota	"11,975"	"7,181"	"1,121"	6
Pierce County	North Dakota	"318,740"	"4,451"	"1,082"	4
Ramsey County	North Dakota	"14,969"	"11,554"	"1,301"	9
Ransom County	North Dakota	n/a	"5,516"	864	6
Renville County	North Dakota	"15,764"	"2,608"	893	3
Richland County	North Dakota	"16,735"	"16,339"	"1,445"	11
Rolette County	North Dakota	"7,899"	"14,582"	939	16
Sargent County	North Dakota	n/a	"3,890"	867	4
Sheridan County	North Dakota	"17,078"	"1,304"	"1,006"	1
Sioux County	North Dakota	"30,051"	"4,430"	"1,128"	4
Slope County	North Dakota	n/a	761	"1,219"	1
Stark County	North Dakota	"25,331"	"28,212"	"1,340"	21
Steele County	North Dakota	"20,104"	"1,960"	715	3
Stutsman County	North Dakota	n/a	"21,120"	"2,298"	9
Towner County	North Dakota	n/a	"2,317"	"1,041"	2
Traill County	North Dakota	"10,385"	"8,245"	863	10
Walsh County	North Dakota	"9,674"	"11,104"	"1,294"	9
Ward County	North Dakota	"41,802"	"67,990"	"2,056"	33
Wells County	North Dakota	"17,596"	"4,206"	"1,290"	3
Williams County	North Dakota	"35,516"	"29,595"	"2,148"	1
Adair County	Oklahoma	"13,221"	"22,194"	577	38
Alfalfa County	Oklahoma	"8,160"	"5,847"	881	7
Atoka County	Oklahoma	"13,181"	"13,898"	990	14
Beaver County	Oklahoma	"8,029"	"5,566"	"1,818"	3
Beckham County	Oklahoma	"16,864"	"23,637"	904	26
Blaine County	Oklahoma	"11,734"	"9,720"	939	10
Bryan County	Oklahoma	"27,739"	"44,244"	944	47
Caddo County	Oklahoma	"23,502"	"29,594"	"1,290"	23
Canadian County	Oklahoma	"63,491"	"126,123"	906	139
Carter County	Oklahoma	"31,130"	"48,491"	834	58
Cherokee County	Oklahoma	"29,582"	"48,017"	776	62
Choctaw County	Oklahoma	"13,975"	"15,045"	800	19
Cimarron County	Oklahoma	n/a	"2,335"	"1,841"	1
Cleveland County	Oklahoma	"105,285"	"269,340"	558	483
Coal County	Oklahoma	"7,835"	"5,867"	521	11
Comanche County	Oklahoma	"54,235"	"124,937"	"1,084"	115
Cotton County	Oklahoma	"7,517"	"6,152"	642	10
Craig County	Oklahoma	"10,968"	"14,672"	763	19
Creek County	Oklahoma	"43,421"	"70,470"	970	73
Custer County	Oklahoma	"18,260"	"29,377"	"1,002"	29
Delaware County	Oklahoma	"62,595"	"41,377"	792	52
Dewey County	Oklahoma	"8,092"	"4,844"	"1,008"	5
Ellis County	Oklahoma	"7,958"	"4,170"	"1,232"	3
Garfield County	Oklahoma	"34,761"	"62,267"	"1,060"	59
Garvin County	Oklahoma	"21,377"	"27,334"	814	34
Grady County	Oklahoma	"33,518"	"53,685"	"1,105"	49
Grant County	Oklahoma	"5,216"	"4,528"	"1,004"	5
Greer County	Oklahoma	"6,724"	"6,171"	644	10
Harmon County	Oklahoma	"4,864"	"2,869"	539	5
Harper County	Oklahoma	"6,847"	"3,813"	"1,041"	4
Haskell County	Oklahoma	"12,296"	"13,052"	625	21
Hughes County	Oklahoma	"12,598"	"13,823"	815	17
Jackson County	Oklahoma	"19,446"	"26,088"	804	32
Jefferson County	Oklahoma	"7,678"	"6,432"	774	8
Johnston County	Oklahoma	"10,734"	"10,990"	658	17
Kay County	Oklahoma	"30,278"	"45,633"	945	48
Kingfisher County	Oklahoma	"6,423"	"15,276"	906	17
Kiowa County	Oklahoma	"12,605"	"9,341"	"1,031"	9
Latimer County	Oklahoma	"11,090"	"10,775"	729	15
Le Flore County	Oklahoma	"36,936"	"49,774"	"1,609"	31
Lincoln County	Oklahoma	"24,827"	"34,351"	966	36
Logan County	Oklahoma	"28,595"	"44,422"	749	59
Love County	Oklahoma	"11,418"	"9,742"	532	18
Major County	Oklahoma	"8,743"	"7,683"	958	8
Marshall County	Oklahoma	"16,460"	"15,988"	427	37
Mayes County	Oklahoma	"27,379"	"40,804"	684	60
McClain County	Oklahoma	"22,677"	"36,511"	580	63
McCurtain County	Oklahoma	"30,036"	"33,065"	"1,902"	17
McIntosh County	Oklahoma	"28,160"	"20,493"	712	29
Murray County	Oklahoma	"13,548"	"13,712"	425	32
Muskogee County	Oklahoma	"21,211"	"70,303"	840	84
Noble County	Oklahoma	"10,327"	"11,446"	743	15
Nowata County	Oklahoma	"8,273"	"10,555"	581	18
Okfuskee County	Oklahoma	"10,839"	"12,377"	629	20
Oklahoma County	Oklahoma	"337,372"	"755,245"	718	1051
Okmulgee County	Oklahoma	"26,963"	"39,438"	702	56
Osage County	Oklahoma	"41,392"	"47,987"	"2,304"	21
Ottawa County	Oklahoma	"20,607"	"32,245"	793	90
Pawnee County	Oklahoma	"15,200"	"16,513"	595	28
Payne County	Oklahoma	"32,665"	"79,066"	697	113
Pittsburg County	Oklahoma	"43,632"	"44,703"	"1,378"	32
Pontotoc County	Oklahoma	"24,042"	"37,992"	725	52
Pottawatomie County	Oklahoma	"39,622"	"71,158"	793	90
Pushmataha County	Oklahoma	"15,848"	"11,233"	"1,423"	8
Roger Mills County	Oklahoma	"6,889"	"3,743"	"1,146"	3
Rogers County	Oklahoma	"49,378"	"89,044"	711	125
Seminole County	Oklahoma	"19,356"	"25,426"	640	40
Sequoyah County	Oklahoma	"24,564"	"41,218"	714	58
Stephens County	Oklahoma	"14,248"	"44,919"	891	50
Texas County	Oklahoma	"15,876"	"22,081"	"2,049"	11
Tillman County	Oklahoma	"10,584"	"7,711"	879	9
Tulsa County	Oklahoma	"267,615"	"622,409"	587	1060
Wagoner County	Oklahoma	"46,124"	"75,700"	591	128
Washington County	Oklahoma	"27,863"	"51,577"	424	122
Washita County	Oklahoma	"12,015"	"11,678"	"1,009"	12
Woods County	Oklahoma	"11,130"	"9,041"	"1,290"	7
Woodward County	Oklahoma	"16,387"	"21,221"	"1,246"	17
Baker County	Oregon	"16,205"	"16,018"	"3,088"	5
Baker County	Oregon	"16,205"	"16,018"	"3,088"	5
Benton County	Oregon	"33,865"	"86,591"	679	128
Benton County	Oregon	"33,865"	"86,591"	679	128
Clackamas County	Oregon	"152,425"	"388,263"	"1,883"	206
Clackamas County	Oregon	"152,425"	"388,263"	"1,883"	206
Clatsop County	Oregon	"32,525"	"37,244"	"1,084"	34
Clatsop County	Oregon	"32,525"	"37,244"	"1,084"	34
Columbia County	Oregon	"28,580"	"49,344"	688	72
Columbia County	Oregon	"28,580"	"49,344"	688	72
Coos County	Oregon	"41,640"	"62,282"	"1,806"	34
Coos County	Oregon	"41,640"	"62,282"	"1,806"	34
Crook County	Oregon	"16,959"	"20,815"	"2,987"	7
Crook County	Oregon	"16,959"	"20,815"	"2,987"	7
Curry County	Oregon	"19,323"	"22,339"	"1,988"	11
Curry County	Oregon	"19,323"	"22,339"	"1,988"	11
Deschutes County	Oregon	"98,712"	"165,954"	"3,055"	54
Deschutes County	Oregon	"98,712"	"165,954"	"3,055"	54
Douglas County	Oregon	"70,106"	"106,940"	"5,134"	21
Douglas County	Oregon	"70,106"	"106,940"	"5,134"	21
Gilliam County	Oregon	"3,805"	"1,947"	"1,223"	2
Gilliam County	Oregon	"3,805"	"1,947"	"1,223"	2
Grant County	Oregon	"7,802"	"7,283"	"4,529"	2
Grant County	Oregon	"7,802"	"7,283"	"4,529"	2
Harney County	Oregon	"12,999"	"7,146"	"10,226"	1
Harney County	Oregon	"12,999"	"7,146"	"10,226"	1
Hood River County	Oregon	"11,406"	"22,675"	533	43
Hood River County	Oregon	"11,406"	"22,675"	533	43
Jackson County	Oregon	"93,102"	"208,545"	"2,802"	74
Jackson County	Oregon	"93,102"	"208,545"	"2,802"	74
Jefferson County	Oregon	"12,752"	"21,145"	"1,791"	12
Jefferson County	Oregon	"12,752"	"21,145"	"1,791"	12
Josephine County	Oregon	"42,000"	"83,306"	"1,642"	51
Josephine County	Oregon	"42,000"	"83,306"	"1,642"	51
Klamath County	Oregon	"61,236"	"65,910"	"6,136"	11
Klamath County	Oregon	"61,236"	"65,910"	"6,136"	11
Lake County	Oregon	"18,034"	"7,820"	"8,358"	1
Lake County	Oregon	"18,034"	"7,820"	"8,358"	1
Lane County	Oregon	"151,753"	"356,212"	"4,722"	75
Lane County	Oregon	"151,753"	"356,212"	"4,722"	75
Lincoln County	Oregon	"46,627"	"46,350"	"1,194"	39
Lincoln County	Oregon	"46,627"	"46,350"	"1,194"	39
Linn County	Oregon	"52,095"	"118,765"	"2,309"	51
Linn County	Oregon	"52,095"	"118,765"	"2,309"	51
Malheur County	Oregon	"20,476"	"30,479"	"9,930"	3
Malheur County	Oregon	"20,476"	"30,479"	"9,930"	3
Marion County	Oregon	"112,486"	"323,614"	"1,193"	271
Marion County	Oregon	"112,486"	"323,614"	"1,193"	271
Morrow County	Oregon	"8,884"	"11,336"	"2,049"	6
Morrow County	Oregon	"8,884"	"11,336"	"2,049"	6
Multnomah County	Oregon	"274,792"	"766,135"	466	1645
Multnomah County	Oregon	"274,792"	"766,135"	466	1645
Polk County	Oregon	"33,938"	"76,794"	744	103
Polk County	Oregon	"33,938"	"76,794"	744	103
Sherman County	Oregon	"2,914"	"1,731"	831	2
Sherman County	Oregon	"2,914"	"1,731"	831	2
Tillamook County	Oregon	"31,101"	"25,317"	"1,333"	19
Tillamook County	Oregon	"31,101"	"25,317"	"1,333"	19
Umatilla County	Oregon	"37,899"	"76,720"	"3,231"	24
Umatilla County	Oregon	"37,899"	"76,720"	"3,231"	24
Union County	Oregon	"16,047"	"25,652"	"2,039"	13
Union County	Oregon	"16,047"	"25,652"	"2,039"	13
Wallowa County	Oregon	"8,140"	"6,814"	"3,152"	2
Wallowa County	Oregon	"8,140"	"6,814"	"3,152"	2
Wasco County	Oregon	"16,442"	"25,477"	"2,395"	11
Wasco County	Oregon	"16,442"	"25,477"	"2,395"	11
Washington County	Oregon	"178,321"	"554,996"	726	764
Washington County	Oregon	"178,321"	"554,996"	726	764
Wheeler County	Oregon	"2,940"	"1,381"	"1,715"	1
Wheeler County	Oregon	"2,940"	"1,381"	"1,715"	1
Yamhill County	Oregon	"40,611"	"100,725"	718	140
Yamhill County	Oregon	"40,611"	"100,725"	718	140
Bristol County	Rhode Island	"22,505"	"49,220"		
Bristol County	Rhode Island	"22,505"	"49,220"		
Kent County	Rhode Island	"60,751"	"165,035"		
Kent County	Rhode Island	"60,751"	"165,035"		
Newport County	Rhode Island	"36,876"	"82,397"		
Newport County	Rhode Island	"36,876"	"82,397"		
Providence County	Rhode Island	"194,431"	"628,600"		
Providence County	Rhode Island	"194,431"	"628,600"		
Washington County	Rhode Island	"69,714"	"126,259"		
Washington County	Rhode Island	"69,714"	"126,259"		
Aurora County	South Dakota	"5,149"	"2,720"	713	4
Beadle County	South Dakota	"9,643"	"18,080"	"1,265"	14
Bennett County	South Dakota	n/a	"3,452"	"1,191"	3
Bon Homme County	South Dakota	"7,828"	"7,046"	582	12
Brookings County	South Dakota	"15,631"	"32,968"	805	41
Brown County	South Dakota	"25,617"	"37,907"	"1,731"	22
Brule County	South Dakota	"9,268"	"5,366"	846	6
Buffalo County	South Dakota	"2,217"	"2,024"	488	4
Butte County	South Dakota	"94,149"	"10,330"	"2,266"	5
Campbell County	South Dakota	"35,496"	"1,334"	771	2
Charles Mix County	South Dakota	n/a	"9,241"	"1,150"	8
Clark County	South Dakota	"7,385"	"3,610"	967	4
Clay County	South Dakota	"7,189"	"13,935"	417	33.40`
Codington County	South Dakota	"17,272"	"27,853"	717	39
Corson County	South Dakota	"6,876"	"4,215"	"2,530"	2
Custer County	South Dakota	"12,761"	"8,468"	"1,559"	5
Davison County	South Dakota	"12,363"	"19,823"	437	45
Day County	South Dakota	"11,058"	"5,596"	"1,091"	5
Deuel County	South Dakota	"6,572"	"4,320"	637	7
Dewey County	South Dakota	"8,092"	"5,586"	"2,445"	2
Douglas County	South Dakota	"70,106"	"3,023"	434	7
Edmunds County	South Dakota	n/a	"4,041"	"1,151"	1151
Fall River County	South Dakota	"11,146"	"6,839"	"1,749"	4
Faulk County	South Dakota	"8,771"	"2,386"	"1,006"	2
Grant County	South Dakota	"5,242"	"7,281"	688	11
Gregory County	South Dakota	"7,400"	"4,242"	"1,054"	4
Haakon County	South Dakota	n/a	"1,894"	"1,827"	1
Hamlin County	South Dakota	"3,306"	"5,961"	538	11
Hand County	South Dakota	"3,663"	"3,391"	434	20
Hanson County	South Dakota	"3,663"	"3,405"	435	8
Harding County	South Dakota	"6,672"	"1,262"	"2,678"	0
Hughes County	South Dakota	"12,598"	"17,508"	801	22
Hutchinson County	South Dakota	"10,091"	"7,145"	814	9
Hyde County	South Dakota	"3,938"	"1,391"	866	2
Jackson County	South Dakota	"9,988"	"3,216"	"1,871"	2
Jerauld County	South Dakota	n/a	"2,066"	533	4
Jones County	South Dakota	"15,475"	"1,001"	971	1
Kingsbury County	South Dakota	"8,805"	"5,065"	864	6
Lake County	South Dakota	"9,896"	"12,055"	575	21
Lawrence County	South Dakota	"20,157"	"24,910"	800	31
Lincoln County	South Dakota	"25,332"	"49,858"	578	86
Lyman County	South Dakota	"19,276"	"3,892"	"1,707"	2
Marshall County	South Dakota	"10,110"	"4,763"	886	5
McCook County	South Dakota	"6,438"	"5,654"	577	10
McPherson County	South Dakota	"17,577"	"2,457"	"1,152"	2
Meade County	South Dakota	"19,528"	"27,202"	"3,483"	8
Mellette County	South Dakota	n/a	"2,081"	"1,311"	2
Miner County	South Dakota	"5,455"	"2,333"	572	4
Minnehaha County	South Dakota	"68,418"	"179,640"	814	221
Moody County	South Dakota	n/a	"6,404"	521	12
Oglala Lakota County	South Dakota	n/a	"14,118"	"2,097"	7
Pennington County	South Dakota	"49,987"	"105,761"	"2,784"	38
Perkins County	South Dakota	"15,534"	"3,037"	"2,890"	1
Potter County	South Dakota	"52,306"	"2,394"	899	3
Roberts County	South Dakota	n/a	"10,251"	"1,136"	9
Sanborn County	South Dakota	"4,353"	"2,324"	570	4
Spink County	South Dakota	n/a	"6,610"	"1,510"	4
Stanley County	South Dakota	n/a	"2,981"	"1,517"	2
Sully County	South Dakota	n/a	"1,437"	"1,070"	1
Todd County	South Dakota	"8,886"	"9,982"	"1,391"	7
Tripp County	South Dakota	"11,072"	"5,498"	"1,618"	3
Turner County	South Dakota	"9,341"	"8,361"	618	14
Union County	South Dakota	"12,424"	"14,829"	467	32
Walworth County	South Dakota	"61,350"	"5,524"	745	7
Yankton County	South Dakota	"16,097"	"22,696"	532	43
Ziebach County	South Dakota	n/a	"2,834"	"1,971"	1
Anderson County	Tennessee	"35,160"	"75,542"	345	219
Bedford County	Tennessee	"21,572"	"45,901"	475	97
Benton County	Tennessee	"16,227"	"16,290"	436	37
Bledsoe County	Tennessee	"10,644"	"12,841"	407	32
Blount County	Tennessee	"63,030"	"125,099"	567	221
Bradley County	Tennessee	"46,579"	"101,848"	331	307
Campbell County	Tennessee	"27,656"	"40,238"	498	81
Cannon County	Tennessee	"7,765"	"13,775"	266	52
Carroll County	Tennessee	"19,051"	"28,513"	600	48
Carter County	Tennessee	"31,196"	"57,338"	348	165
Cheatham County	Tennessee	"20,194"	"39,492"	307	129
Chester County	Tennessee	"9,596"	"17,321"	286	61
Claiborne County	Tennessee	"22,086"	"31,560"	442	71
Clay County	Tennessee	"6,493"	"7,774"	259	30
Cocke County	Tennessee	"24,613"	"35,479"	443	80
Coffee County	Tennessee	"29,910"	"53,357"	435	123
Crockett County	Tennessee	"9,813"	"14,591"	266	55
Cumberland County	Tennessee	"65,175"	"57,466"	685	84
Davidson County	Tennessee	"247,773"	"658,602"	526	1252
Decatur County	Tennessee	"13,677"	"11,661"	345	34
DeKalb County	Tennessee	"17,531"	"19,164"	329	58
Dickson County	Tennessee	"25,334"	"50,266"	491	102
Dyer County	Tennessee	"21,321"	"38,213"	527	73
Fayette County	Tennessee	"23,309"	"38,690"	706	55
Fentress County	Tennessee	"15,477"	"17,909"	499	36
Franklin County	Tennessee	"24,450"	"41,129"	576	71
Gibson County	Tennessee	"29,710"	"49,457"	604	82
Giles County	Tennessee	"18,086"	"28,746"	611	47
Grainger County	Tennessee	"14,742"	"22,702"	302	75
Greene County	Tennessee	"42,084"	"68,267"	624	109
Grundy County	Tennessee	"10,897"	"13,498"	361	37
Hamblen County	Tennessee	"29,928"	"63,074"	176	359
Hamilton County	Tennessee	"154,084"	"348,673"	576	605
Hancock County	Tennessee	"5,906"	"6,679"	223	30
Hardeman County	Tennessee	"19,835"	"26,306"	670	39
Hardin County	Tennessee	"26,698"	"26,034"	596	44
Hawkins County	Tennessee	"35,474"	"56,800"	500	114
Haywood County	Tennessee	"11,158"	"18,224"	534	34
Henderson County	Tennessee	"17,009"	"28,048"	526	53
Henry County	Tennessee	"25,334"	"32,210"	593	54
Hickman County	Tennessee	"18,969"	"24,267"	613	40
Houston County	Tennessee	"6,022"	"8,292"	207	40
Humphreys County	Tennessee	"12,359"	"18,243"	557	33
Jackson County	Tennessee	"8,835"	"11,517"	320	36
Jefferson County	Tennessee	"32,356"	"52,123"	314	166
Johnson County	Tennessee	"14,024"	"17,977"	303	59
Knox County	Tennessee	"191,124"	"444,622"	526	846
Lake County	Tennessee	"3,945"	"7,731"	194	40
Lauderdale County	Tennessee	"13,500"	"27,795"	508	55
Lawrence County	Tennessee	"24,218"	"41,990"	618	68
Lewis County	Tennessee	"7,670"	"11,961"	282	42
Lincoln County	Tennessee	"18,840"	"33,633"	571	59
Loudon County	Tennessee	"33,410"	"50,448"	247	51130
Macon County	Tennessee	"12,735"	"22,701"	307	74
Madison County	Tennessee	"47,263"	"98,733"	559	177
Marion County	Tennessee	"20,173"	"28,374"	512	55
Marshall County	Tennessee	"16,480"	"31,130"	376	83
Maury County	Tennessee	"41,661"	"83,761"	616	136
McMinn County	Tennessee	"30,157"	"52,341"	432	121
McNairy County	Tennessee	"18,398"	"26,140"	564	46
Meigs County	Tennessee	"8,906"	"11,649"	217	54
Monroe County	Tennessee	"28,561"	"45,265"	653	69
Montgomery County	Tennessee	"73,307"	"184,119"	544	339
Moore County	Tennessee	"3,891"	"6,301"	130	48
Morgan County	Tennessee	"13,470"	"21,915"	522	42
Obion County	Tennessee	"19,427"	"31,131"	556	56
Overton County	Tennessee	"14,748"	"22,075"	435	51
Perry County	Tennessee	"7,874"	"7,869"	423	19
Pickett County	Tennessee	"5,576"	"5,090"	174	29
Polk County	Tennessee	"12,692"	"16,690"	442	38
Putnam County	Tennessee	"35,505"	"73,525"	403	183
Rhea County	Tennessee	"20,759"	"32,513"	336	97
Roane County	Tennessee	"34,765"	"53,047"	395	134
Robertson County	Tennessee	"34,179"	"67,383"	476	141
Rutherford County	Tennessee	"106,069"	"281,029"	450	450
Scott County	Tennessee	"14,480"	"22,015"	533	41
Sequatchie County	Tennessee	"11,651"	"14,681"	266	55
Sevier County	Tennessee	"68,256"	"93,570"	598	157
Shelby County	Tennessee	"348,116"	"939,465"	785	1197
Smith County	Tennessee	"11,240"	"19,074"	325	59
Stewart County	Tennessee	"11,445"	"13,362"	493	27
Sullivan County	Tennessee	"76,798"	"156,595"	430	364
Sumner County	Tennessee	"72,251"	"168,888"	543	311
Tipton County	Tennessee	"28,346"	"61,586"	473	130
Trousdale County	Tennessee	"4,871"	"7,828"	117	67
Unicoi County	Tennessee	"10,350"	"18,082"	186	97
Union County	Tennessee	"14,245"	"19,102"	247	77
Van Buren County	Tennessee	"7,182"	"5,583"	275	20
Warren County	Tennessee	"22,413"	"39,965"	434	92
Washington County	Tennessee	"57,004"	"125,546"	330	381
Wayne County	Tennessee	"12,722"	"16,939"	736	23
Weakley County	Tennessee	"19,777"	"34,450"	582	59
White County	Tennessee	"16,767"	"26,244"	379	69
Williamson County	Tennessee	"87,781"	"198,901"	584	341
Wilson County	Tennessee	"52,553"	"121,945"	583	209
