County	State	Total Comps	For Sale Comps (All)	Sold Comps (All)	Sold Comps (6m)	Sold Comps (3m)	Listed Comps (12m)	Listed Comps (6m)	Listed Comps (3m)	Sold-For Sale Ratio	Sold-Listed Ratio (12m)	Sold-Listed Ratio (6m)	Sold-Listed Ratio (3m)	Parcels on Market Ratio	Total DataTree Parcels	Total Out of State Owner Parcels	Total Out of County Owner Parcels	Out of State to Total Ratio	Out of County to Total Ratio	Coefficient of Variation	Coefficient of Variation (6m)	Coefficient of Variation (3m)	Days on Market	MoM Price Change %	Economic Rank	Economic Score	Population	Population Change (2010-2019)	Population Change %	Population-Sq Mile
Cleveland County	Arkansas	152	111	41	9	2	24	19	9	0.37	1.71	0.47	0.22	0.015	7181	1421	4271	0.198	0.595	0.23	0.22	0.22	128.6	13.87	2511	-1.05	7956	-721	-9.1	13.3
Columbia County	Arkansas	187	141	46	5	3	38	32	20	0.33	1.21	0.16	0.15	0.01	13445	4809	7353	0.358	0.547	0.32	0.23	0.23	545.2	2.02	2683	-1.31	23457	-1266	-5.4	30.6
Columbia County	Arkansas	187	141	46	5	3	38	32	20	0.33	1.21	0.16	0.15	0.01	13445	4809	7353	0.358	0.547	0.32	0.23	0.23	545.2	2.02	2683	-1.31	23457	-1266	-5.4	30.6
Conway County	Arkansas	534	425	109	44	15	116	100	70	0.26	0.94	0.44	0.21	0.05	8441	1110	3127	0.132	0.37	0.46	0.45	0.45	222.6	24.59	1894	-0.4	20846	-373	-1.8	36.8
Conway County	Arkansas	534	425	109	44	15	116	100	70	0.26	0.94	0.44	0.21	0.05	8441	1110	3127	0.132	0.37	0.46	0.45	0.45	222.6	24.59	1894	-0.4	20846	-373	-1.8	36.8
Craighead County	Arkansas	1117	743	374	115	41	336	247	183	0.5	1.11	0.47	0.22	0.06	12297	1055	2558	0.086	0.208	0.47	0.4	0.4	130	-2.3	2667	-1.28	110332	13584	12.3	154.7
Craighead County	Arkansas	1117	743	374	115	41	336	247	183	0.5	1.11	0.47	0.22	0.06	12297	1055	2558	0.086	0.208	0.47	0.4	0.4	130	-2.3	2667	-1.28	110332	13584	12.3	154.7
Crawford County	Arkansas	638	537	101	31	17	137	85	54	0.19	0.74	0.36	0.31	0.055	9682	942	2489	0.097	0.257	0.51	0.51	0.51	273.3	0.64	701	0.74	63257	1301	2.1	104.7
Crawford County	Arkansas	638	537	101	31	17	137	85	54	0.19	0.74	0.36	0.31	0.055	9682	942	2489	0.097	0.257	0.51	0.51	0.51	273.3	0.64	701	0.74	63257	1301	2.1	104.7
Crittenden County	Arkansas	118	86	32	6	1	31	20	16	0.37	1.03	0.3	0.06	0.01	8596	2941	3647	0.342	0.424	0.23	0.2	0.2	224.1	-6.25	2380	-0.91	47955	-3003	-6.3	75.3
Crittenden County	Arkansas	118	86	32	6	1	31	20	16	0.37	1.03	0.3	0.06	0.01	8596	2941	3647	0.342	0.424	0.23	0.2	0.2	224.1	-6.25	2380	-0.91	47955	-3003	-6.3	75.3
Cross County	Arkansas	141	112	29	9	6	19	11	6	0.26	1.53	0.82	1	0.025	4550	760	1624	0.167	0.357	0.31	0.26	0.25	154	1.67	2309	-0.82	16419	-1443	-8.8	26.4
Cross County	Arkansas	141	112	29	9	6	19	11	6	0.26	1.53	0.82	1	0.025	4550	760	1624	0.167	0.357	0.31	0.26	0.25	154	1.67	2309	-0.82	16419	-1443	-8.8	26.4
Dallas County	Arkansas	149	113	36	3	0	12	11	7	0.32	3	0.27	0	0.014	8034	1877	5001	0.234	0.622	0.38	0.35	0.35	182.6	-11.42	2729	-1.37	7009	-1057	-15.1	10.5
Dallas County	Arkansas	149	113	36	3	0	12	11	7	0.32	3	0.27	0	0.014	8034	1877	5001	0.234	0.622	0.38	0.35	0.35	182.6	-11.42	2729	-1.37	7009	-1057	-15.1	10.5
Desha County	Arkansas	60	51	9	3	0	10	8	6	0.18	0.9	0.38	0	0.008	6701	1540	3088	0.23	0.461	0.16	0.15	0.14	110.8	1.36	2407	-0.93	11361	-1593	-14	13.9
Desha County	Arkansas	60	51	9	3	0	10	8	6	0.18	0.9	0.38	0	0.008	6701	1540	3088	0.23	0.461	0.16	0.15	0.14	110.8	1.36	2407	-0.93	11361	-1593	-14	13.9
Drew County	Arkansas	239	178	61	8	6	23	12	4	0.34	2.65	0.67	1.5	0.023	7842	1441	3772	0.184	0.481	0.45	0.42	0.42	432.6	6.9	2576	-1.14	18219	-447	-2.5	21.8
Drew County	Arkansas	239	178	61	8	6	23	12	4	0.34	2.65	0.67	1.5	0.023	7842	1441	3772	0.184	0.481	0.45	0.42	0.42	432.6	6.9	2576	-1.14	18219	-447	-2.5	21.8
Faulkner County	Arkansas	2180	1559	621	238	102	538	368	255	0.4	1.15	0.65	0.4	0.096	16181	865	3483	0.053	0.215	0.67	0.67	0.67	302.4	3.57	1345	0.06	126007	11981	9.5	189.8
Faulkner County	Arkansas	2180	1559	621	238	102	538	368	255	0.4	1.15	0.65	0.4	0.096	16181	865	3483	0.053	0.215	0.67	0.67	0.67	302.4	3.57	1345	0.06	126007	11981	9.5	189.8
Franklin County	Arkansas	269	231	38	12	9	41	32	15	0.16	0.93	0.38	0.6	0.036	6355	817	2195	0.129	0.345	0.39	0.39	0.39	199.7	1.02	532	1.07	17715	-427	-2.4	28.6
Franklin County	Arkansas	269	231	38	12	9	41	32	15	0.16	0.93	0.38	0.6	0.036	6355	817	2195	0.129	0.345	0.39	0.39	0.39	199.7	1.02	532	1.07	17715	-427	-2.4	28.6
Fulton County	Arkansas	937	747	190	36	13	165	121	100	0.25	1.15	0.3	0.13	0.032	22998	6966	16477	0.303	0.716	0.43	0.41	0.41	148.2	-11.07	1208	0.16	12477	262	2.1	20.1
Fulton County	Arkansas	937	747	190	36	13	165	121	100	0.25	1.15	0.3	0.13	0.032	22998	6966	16477	0.303	0.716	0.43	0.41	0.41	148.2	-11.07	1208	0.16	12477	262	2.1	20.1
Garland County	Arkansas	2346	1849	497	152	68	691	355	177	0.27	0.72	0.43	0.38	0.072	25598	8594	14688	0.336	0.574	0.96	0.95	0.95	295.6	-1.45	614	0.89	99386	3319	3.3	135.3
Garland County	Arkansas	2346	1849	497	152	68	691	355	177	0.27	0.72	0.43	0.38	0.072	25598	8594	14688	0.336	0.574	0.96	0.95	0.95	295.6	-1.45	614	0.89	99386	3319	3.3	135.3
Grant County	Arkansas	485	335	150	42	15	99	55	36	0.45	1.52	0.76	0.42	0.045	7446	1196	3223	0.161	0.433	0.43	0.39	0.38	178.3	1.15	2444	-0.99	18265	379	2.1	28.9
Grant County	Arkansas	485	335	150	42	15	99	55	36	0.45	1.52	0.76	0.42	0.045	7446	1196	3223	0.161	0.433	0.43	0.39	0.38	178.3	1.15	2444	-0.99	18265	379	2.1	28.9
Greene County	Arkansas	820	476	344	140	57	206	145	79	0.72	1.67	0.97	0.72	0.056	8513	772	2283	0.091	0.268	0.42	0.4	0.39	156.1	-0.53	2686	-1.31	45325	3124	6.9	78.2
Greene County	Arkansas	820	476	344	140	57	206	145	79	0.72	1.67	0.97	0.72	0.056	8513	772	2283	0.091	0.268	0.42	0.4	0.39	156.1	-0.53	2686	-1.31	45325	3124	6.9	78.2
Hempstead County	Arkansas	179	130	49	12	4	26	21	12	0.38	1.88	0.57	0.33	0.015	8800	2037	4195	0.231	0.477	0.39	0.35	0.34	330.9	-1.22	2111	-0.6	21532	-1064	-4.9	29
Hempstead County	Arkansas	179	130	49	12	4	26	21	12	0.38	1.88	0.57	0.33	0.015	8800	2037	4195	0.231	0.477	0.39	0.35	0.34	330.9	-1.22	2111	-0.6	21532	-1064	-4.9	29
Hot Spring County	Arkansas	608	516	92	21	10	89	59	40	0.18	1.03	0.36	0.25	0.056	9253	1908	4496	0.206	0.486	0.85	0.76	0.76	167.4	1.47	1245	0.13	33771	540	1.6	54.3
Hot Spring County	Arkansas	608	516	92	21	10	89	59	40	0.18	1.03	0.36	0.25	0.056	9253	1908	4496	0.206	0.486	0.85	0.76	0.76	167.4	1.47	1245	0.13	33771	540	1.6	54.3
Howard County	Arkansas	140	89	51	11	3	32	18	9	0.57	1.59	0.61	0.33	0.024	3776	628	1710	0.166	0.453	0.24	0.23	0.22	247.8	-0.29	906	0.48	13202	-594	-4.5	22.2
Howard County	Arkansas	140	89	51	11	3	32	18	9	0.57	1.59	0.61	0.33	0.024	3776	628	1710	0.166	0.453	0.24	0.23	0.22	247.8	-0.29	906	0.48	13202	-594	-4.5	22.2
Independence County	Arkansas	594	416	178	35	5	81	52	24	0.43	2.2	0.67	0.21	0.031	13225	1026	3178	0.078	0.24	0.64	0.6	0.6	570.1	0.56	1487	-0.07	37825	1016	2.7	49
Independence County	Arkansas	594	416	178	35	5	81	52	24	0.43	2.2	0.67	0.21	0.031	13225	1026	3178	0.078	0.24	0.64	0.6	0.6	570.1	0.56	1487	-0.07	37825	1016	2.7	49
Izard County	Arkansas	2780	1841	939	474	294	1069	446	273	0.51	0.88	1.06	1.08	0.085	21550	9661	13096	0.448	0.608	0.6	0.6	0.6	207.9	0.68	875	0.51	13629	-97	-0.7	23.3
Izard County	Arkansas	2780	1841	939	474	294	1069	446	273	0.51	0.88	1.06	1.08	0.085	21550	9661	13096	0.448	0.608	0.6	0.6	0.6	207.9	0.68	875	0.51	13629	-97	-0.7	23.3
Jackson County	Arkansas	170	137	33	7	2	16	11	9	0.24	2.06	0.64	0.22	0.021	6466	747	2307	0.116	0.357	0.36	0.33	0.33	117.3	6.44	2839	-1.54	16719	-1338	-8	26.1
Jackson County	Arkansas	170	137	33	7	2	16	11	9	0.24	2.06	0.64	0.22	0.021	6466	747	2307	0.116	0.357	0.36	0.33	0.33	117.3	6.44	2839	-1.54	16719	-1338	-8	26.1
Jefferson County	Arkansas	880	679	201	62	37	236	181	122	0.3	0.85	0.34	0.3	0.031	21691	5195	9439	0.24	0.435	0.59	0.53	0.53	177.5	-0.57	2476	-1.02	66824	-10517	-15.7	73.1
Jefferson County	Arkansas	880	679	201	62	37	236	181	122	0.3	0.85	0.34	0.3	0.031	21691	5195	9439	0.24	0.435	0.59	0.53	0.53	177.5	-0.57	2476	-1.02	66824	-10517	-15.7	73.1
Johnson County	Arkansas	684	610	74	18	9	192	143	77	0.12	0.39	0.13	0.12	0.093	6553	830	2166	0.127	0.331	0.51	0.47	0.47	189.6	3.72	489	1.17	26578	1022	3.8	38.9
Johnson County	Arkansas	684	610	74	18	9	192	143	77	0.12	0.39	0.13	0.12	0.093	6553	830	2166	0.127	0.331	0.51	0.47	0.47	189.6	3.72	489	1.17	26578	1022	3.8	38.9
Lafayette County	Arkansas	226	182	44	3	3	71	71	67	0.24	0.62	0.04	0.04	0.021	8684	2737	4875	0.315	0.561	0.26	0.24	0.24	92.7	6.75	2297	-0.81	6624	-1023	-15.4	12.2
Lafayette County	Arkansas	226	182	44	3	3	71	71	67	0.24	0.62	0.04	0.04	0.021	8684	2737	4875	0.315	0.561	0.26	0.24	0.24	92.7	6.75	2297	-0.81	6624	-1023	-15.4	12.2
Lawrence County	Arkansas	220	157	63	17	9	67	55	42	0.4	0.94	0.31	0.21	0.021	7637	667	2627	0.087	0.344	0.54	0.49	0.5	138.6	0.32	1909	-0.41	16406	-1112	-6.8	27.7
Lawrence County	Arkansas	220	157	63	17	9	67	55	42	0.4	0.94	0.31	0.21	0.021	7637	667	2627	0.087	0.344	0.54	0.49	0.5	138.6	0.32	1909	-0.41	16406	-1112	-6.8	27.7
Lee County	Arkansas	72	60	12	1	1	5	3	0	0.2	2.4	0.33	1	0.009	6368	1380	2992	0.217	0.47	0.24	0.23	0.23	561.2	-2.12	2362	-0.88	8857	-1538	-17.4	14.3
Lee County	Arkansas	72	60	12	1	1	5	3	0	0.2	2.4	0.33	1	0.009	6368	1380	2992	0.217	0.47	0.24	0.23	0.23	561.2	-2.12	2362	-0.88	8857	-1538	-17.4	14.3
Lincoln County	Arkansas	164	120	44	19	13	24	16	5	0.37	1.83	1.19	2.6	0.019	6187	1048	3071	0.169	0.496	0.21	0.21	0.21	136.1	3.39	2582	-1.15	13024	-1065	-8.2	22.8
Lincoln County	Arkansas	164	120	44	19	13	24	16	5	0.37	1.83	1.19	2.6	0.019	6187	1048	3071	0.169	0.496	0.21	0.21	0.21	136.1	3.39	2582	-1.15	13024	-1065	-8.2	22.8
Little River County	Arkansas	217	156	61	4	3	28	22	4	0.39	2.18	0.18	0.75	0.02	7624	2006	3119	0.263	0.409	0.36	0.33	0.33	305.2	3.07	1691	-0.22	12259	-873	-7.1	21.7
Little River County	Arkansas	217	156	61	4	3	28	22	4	0.39	2.18	0.18	0.75	0.02	7624	2006	3119	0.263	0.409	0.36	0.33	0.33	305.2	3.07	1691	-0.22	12259	-873	-7.1	21.7
Logan County	Arkansas	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637	0.85	21466	-842	-3.9	29.3
Logan County	Arkansas	427	395	32	14	11	55	45	33	0.08	0.58	0.31	0.33	0.047	8329	905	2832	0.109	0.34	0.77	0.76	0.76	294.2	-3.01	637	0.85	21466	-842	-3.9	29.3
Lonoke County	Arkansas	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912	-0.42	73309	4565	6.2	91.4
Lonoke County	Arkansas	1528	1116	412	131	52	375	258	172	0.37	1.1	0.51	0.3	0.104	10727	1000	3632	0.093	0.339	0.58	0.56	0.56	203.8	1.92	1912	-0.42	73309	4565	6.2	91.4
Madison County	Arkansas	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867	-0.38	16576	892	5.4	19.8
Madison County	Arkansas	1144	919	225	70	21	248	182	104	0.24	0.91	0.38	0.2	0.081	11292	1146	4209	0.101	0.373	0.91	0.91	0.91	113.3	2.02	1867	-0.38	16576	892	5.4	19.8
Marion County	Arkansas	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407	1.38	16694	29	0.2	26.1
Marion County	Arkansas	2007	1496	511	76	33	328	188	122	0.34	1.56	0.4	0.27	0.211	7096	2194	3552	0.309	0.501	0.68	0.67	0.67	224.9	1.64	407	1.38	16694	29	0.2	26.1
Miller County	Arkansas	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859	-0.37	43257	-305	-0.7	67.9
Miller County	Arkansas	510	383	127	11	3	82	53	38	0.33	1.55	0.21	0.08	0.043	8921	3297	3918	0.37	0.439	0.49	0.44	0.44	214.8	2.23	1859	-0.37	43257	-305	-0.7	67.9
Mississippi County	Arkansas	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840	-1.55	40651	-5748	-14.1	44.2
Mississippi County	Arkansas	215	170	45	11	8	114	67	55	0.26	0.39	0.16	0.15	0.014	12259	2570	4639	0.21	0.378	0.34	0.35	0.35	220.4	66.71	2840	-1.55	40651	-5748	-14.1	44.2
Monroe County	Arkansas	160	134	26	2	0	25	22	10	0.19	1.04	0.09	0	0.03	4482	1203	2698	0.268	0.602	0.3	0.3	0.29	101.2	-9.34	2485	-1.03	6701	-1437	-21.4	10.8
Monroe County	Arkansas	160	134	26	2	0	25	22	10	0.19	1.04	0.09	0	0.03	4482	1203	2698	0.268	0.602	0.3	0.3	0.29	101.2	-9.34	2485	-1.03	6701	-1437	-21.4	10.8
Montgomery County	Arkansas	576	453	123	24	19	73	42	29	0.27	1.68	0.57	0.66	0.108	4207	673	1856	0.16	0.441	0.57	0.57	0.57	151.8	-6.62	851	0.54	8986	-524	-5.8	11.2
Montgomery County	Arkansas	576	453	123	24	19	73	42	29	0.27	1.68	0.57	0.66	0.108	4207	673	1856	0.16	0.441	0.57	0.57	0.57	151.8	-6.62	851	0.54	8986	-524	-5.8	11.2
Nevada County	Arkansas	173	120	53	10	7	34	29	24	0.44	1.56	0.34	0.29	0.015	8074	2111	5064	0.261	0.627	0.32	0.28	0.28	79.6	1.97	2779	-1.44	8252	-745	-9	13.3
Nevada County	Arkansas	173	120	53	10	7	34	29	24	0.44	1.56	0.34	0.29	0.015	8074	2111	5064	0.261	0.627	0.32	0.28	0.28	79.6	1.97	2779	-1.44	8252	-745	-9	13.3
Newton County	Arkansas	637	587	50	21	9	66	41	23	0.09	0.76	0.51	0.39	0.103	5695	1023	2699	0.18	0.474	0.49	0.49	0.49	186.9	11.89	1787	-0.31	7753	-551	-7.1	9.4
Newton County	Arkansas	637	587	50	21	9	66	41	23	0.09	0.76	0.51	0.39	0.103	5695	1023	2699	0.18	0.474	0.49	0.49	0.49	186.9	11.89	1787	-0.31	7753	-551	-7.1	9.4
Ouachita County	Arkansas	177	151	26	6	2	74	67	43	0.17	0.35	0.09	0.05	0.011	13213	3167	5954	0.24	0.451	0.27	0.25	0.26	159.5	-14.1	2194	-0.69	23382	-2664	-11.4	31.6
Ouachita County	Arkansas	177	151	26	6	2	74	67	43	0.17	0.35	0.09	0.05	0.011	13213	3167	5954	0.24	0.451	0.27	0.25	0.26	159.5	-14.1	2194	-0.69	23382	-2664	-11.4	31.6
Perry County	Arkansas	323	233	90	38	16	72	55	47	0.39	1.25	0.69	0.34	0.052	4516	361	1970	0.08	0.436	0.27	0.26	0.27	138.4	4.9	928	0.46	10455	11	0.1	18.7
Perry County	Arkansas	323	233	90	38	16	72	55	47	0.39	1.25	0.69	0.34	0.052	4516	361	1970	0.08	0.436	0.27	0.26	0.27	138.4	4.9	928	0.46	10455	11	0.1	18.7
Phillips County	Arkansas	180	151	29	5	3	63	60	25	0.19	0.46	0.08	0.12	0.011	13183	3338	5225	0.253	0.396	0.59	0.53	0.53	104.2	1.22	2459	-1	17782	-3894	-21.9	24.4
Phillips County	Arkansas	180	151	29	5	3	63	60	25	0.19	0.46	0.08	0.12	0.011	13183	3338	5225	0.253	0.396	0.59	0.53	0.53	104.2	1.22	2459	-1	17782	-3894	-21.9	24.4
Pike County	Arkansas	352	299	53	11	8	120	98	86	0.18	0.44	0.11	0.09	0.061	4939	1082	2600	0.219	0.526	0.4	0.34	0.34	57.9	1.1	920	0.46	10718	-546	-5.1	17.5
Pike County	Arkansas	352	299	53	11	8	120	98	86	0.18	0.44	0.11	0.09	0.061	4939	1082	2600	0.219	0.526	0.4	0.34	0.34	57.9	1.1	920	0.46	10718	-546	-5.1	17.5
Poinsett County	Arkansas	204	154	50	8	3	41	32	22	0.32	1.22	0.25	0.14	0.016	9644	1075	3513	0.111	0.364	0.37	0.34	0.33	108.4	0.39	2891	-1.64	23528	-987	-4.2	30.8
Poinsett County	Arkansas	204	154	50	8	3	41	32	22	0.32	1.22	0.25	0.14	0.016	9644	1075	3513	0.111	0.364	0.37	0.34	0.33	108.4	0.39	2891	-1.64	23528	-987	-4.2	30.8
Polk County	Arkansas	1404	1121	283	59	25	309	228	136	0.25	0.92	0.26	0.18	0.142	7878	1382	2283	0.175	0.29	0.54	0.51	0.51	127.3	0.12	974	0.41	19964	-703	-3.5	23.1
Polk County	Arkansas	1404	1121	283	59	25	309	228	136	0.25	0.92	0.26	0.18	0.142	7878	1382	2283	0.175	0.29	0.54	0.51	0.51	127.3	0.12	974	0.41	19964	-703	-3.5	23.1
Pope County	Arkansas	974	792	182	52	31	239	181	118	0.23	0.76	0.29	0.26	0.081	9736	873	2181	0.09	0.224	0.67	0.64	0.64	157.4	5.19	467	1.23	64072	1963	3.1	77.1
Pope County	Arkansas	974	792	182	52	31	239	181	118	0.23	0.76	0.29	0.26	0.081	9736	873	2181	0.09	0.224	0.67	0.64	0.64	157.4	5.19	467	1.23	64072	1963	3.1	77.1
Prairie County	Arkansas	130	93	37	6	2	5	3	2	0.4	7.4	2	1	0.018	5199	499	2451	0.096	0.471	0.25	0.21	0.21	191.3	-7	2226	-0.72	8062	-660	-8.2	11.9
Prairie County	Arkansas	130	93	37	6	2	5	3	2	0.4	7.4	2	1	0.018	5199	499	2451	0.096	0.471	0.25	0.21	0.21	191.3	-7	2226	-0.72	8062	-660	-8.2	11.9
Pulaski County	Arkansas	3039	1922	1117	401	203	921	651	398	0.58	1.21	0.62	0.51	0.067	28657	3163	6552	0.11	0.229	0.93	0.91	0.91	252.9	2.37	793	0.62	391911	8373	2.1	485.1
Pulaski County	Arkansas	3039	1922	1117	401	203	921	651	398	0.58	1.21	0.62	0.51	0.067	28657	3163	6552	0.11	0.229	0.93	0.91	0.91	252.9	2.37	793	0.62	391911	8373	2.1	485.1
Randolph County	Arkansas	262	166	96	24	11	39	26	14	0.58	2.46	0.92	0.79	0.019	8630	1142	2885	0.132	0.334	0.49	0.46	0.46	209.7	-0.06	1870	-0.38	17958	3	0	27.4
Randolph County	Arkansas	262	166	96	24	11	39	26	14	0.58	2.46	0.92	0.79	0.019	8630	1142	2885	0.132	0.334	0.49	0.46	0.46	209.7	-0.06	1870	-0.38	17958	3	0	27.4
Saline County	Arkansas	2616	1825	791	415	288	740	524	278	0.43	1.07	0.79	1.04	0.066	27493	8146	13283	0.296	0.483	0.91	0.9	0.9	220.3	0.34	888	0.5	122437	14781	12.1	167.6
Saline County	Arkansas	2616	1825	791	415	288	740	524	278	0.43	1.07	0.79	1.04	0.066	27493	8146	13283	0.296	0.483	0.91	0.9	0.9	220.3	0.34	888	0.5	122437	14781	12.1	167.6
Scott County	Arkansas	294	210	84	12	3	18	9	7	0.4	4.67	1.33	0.43	0.044	4818	706	1688	0.147	0.35	0.45	0.41	0.41	179.7	1.41	923	0.46	10281	-994	-9.7	11.4
Scott County	Arkansas	294	210	84	12	3	18	9	7	0.4	4.67	1.33	0.43	0.044	4818	706	1688	0.147	0.35	0.45	0.41	0.41	179.7	1.41	923	0.46	10281	-994	-9.7	11.4
Searcy County	Arkansas	901	673	228	68	28	124	62	31	0.34	1.84	1.1	0.9	0.106	6377	983	2599	0.154	0.408	0.54	0.54	0.54	169.3	-6.12	938	0.45	7881	-301	-3.8	11.8
Searcy County	Arkansas	901	673	228	68	28	124	62	31	0.34	1.84	1.1	0.9	0.106	6377	983	2599	0.154	0.408	0.54	0.54	0.54	169.3	-6.12	938	0.45	7881	-301	-3.8	11.8
Sebastian County	Arkansas	763	598	165	39	22	175	119	87	0.28	0.94	0.33	0.25	0.064	9323	943	1913	0.101	0.205	0.76	0.73	0.73	238.3	4.53	736	0.69	127827	2090	1.6	234.1
Sebastian County	Arkansas	763	598	165	39	22	175	119	87	0.28	0.94	0.33	0.25	0.064	9323	943	1913	0.101	0.205	0.76	0.73	0.73	238.3	4.53	736	0.69	127827	2090	1.6	234.1
Sevier County	Arkansas	185	134	51	21	8	42	25	14	0.38	1.21	0.84	0.57	0.03	4472	983	1771	0.22	0.396	0.21	0.16	0.16	122.8	7.91	1953	-0.45	17007	-144	-0.8	29.3
Sevier County	Arkansas	185	134	51	21	8	42	25	14	0.38	1.21	0.84	0.57	0.03	4472	983	1771	0.22	0.396	0.21	0.16	0.16	122.8	7.91	1953	-0.45	17007	-144	-0.8	29.3
Sharp County	Arkansas	1537	1030	507	110	31	397	238	128	0.49	1.28	0.46	0.24	0.03	33897	15348	22112	0.453	0.652	0.85	0.7	0.71	256.8	-2.34	1476	-0.06	17442	192	1.1	28.8
Sharp County	Arkansas	1537	1030	507	110	31	397	238	128	0.49	1.28	0.46	0.24	0.03	33897	15348	22112	0.453	0.652	0.85	0.7	0.71	256.8	-2.34	1476	-0.06	17442	192	1.1	28.8
St. Francis County	Arkansas	184	156	28	4	2	54	46	32	0.18	0.52	0.09	0.06	0.017	8963	1876	3628	0.209	0.405	0.42	0.34	0.34	272.2	-13.46	2690	-1.31	24994	-3200	-12.8	38.9
St. Francis County	Arkansas	184	156	28	4	2	54	46	32	0.18	0.52	0.09	0.06	0.017	8963	1876	3628	0.209	0.405	0.42	0.34	0.34	272.2	-13.46	2690	-1.31	24994	-3200	-12.8	38.9
Stone County	Arkansas	769	592	177	75	31	152	66	41	0.3	1.16	1.14	0.76	0.084	7039	1101	2770	0.156	0.394	0.58	0.57	0.57	229.2	-0.06	831	0.57	12506	117	0.9	20.5
Stone County	Arkansas	769	592	177	75	31	152	66	41	0.3	1.16	1.14	0.76	0.084	7039	1101	2770	0.156	0.394	0.58	0.57	0.57	229.2	-0.06	831	0.57	12506	117	0.9	20.5
Union County	Arkansas	313	265	48	6	1	49	40	23	0.18	0.98	0.15	0.04	0.013	19920	5091	7568	0.256	0.38	0.4	0.37	0.37	819.5	-10.1	2120	-0.6	38682	-2891	-7.5	36.7
Union County	Arkansas	313	265	48	6	1	49	40	23	0.18	0.98	0.15	0.04	0.013	19920	5091	7568	0.256	0.38	0.4	0.37	0.37	819.5	-10.1	2120	-0.6	38682	-2891	-7.5	36.7
Van Buren County	Arkansas	1818	1350	468	172	80	416	276	209	0.35	1.12	0.62	0.38	0.061	22096	6651	13440	0.301	0.608	0.59	0.6	0.61	179.4	5.24	501	1.15	16545	-765	-4.6	22.8
Van Buren County	Arkansas	1818	1350	468	172	80	416	276	209	0.35	1.12	0.62	0.38	0.061	22096	6651	13440	0.301	0.608	0.59	0.6	0.61	179.4	5.24	501	1.15	16545	-765	-4.6	22.8
Washington County	Arkansas	4011	2768	1243	586	275	1205	783	440	0.45	1.03	0.75	0.62	0.113	24427	1749	4044	0.072	0.166	1.09	1.08	1.08	166.8	-0.1	652	0.83	239187	35163	14.7	250.2
Washington County	Arkansas	4011	2768	1243	586	275	1205	783	440	0.45	1.03	0.75	0.62	0.113	24427	1749	4044	0.072	0.166	1.09	1.08	1.08	166.8	-0.1	652	0.83	239187	35163	14.7	250.2
White County	Arkansas	1943	1471	472	160	82	365	241	142	0.32	1.29	0.66	0.58	0.114	12889	962	3618	0.075	0.281	0.64	0.62	0.62	368	0.95	2097	-0.58	78753	1397	1.8	75.6
White County	Arkansas	1943	1471	472	160	82	365	241	142	0.32	1.29	0.66	0.58	0.114	12889	962	3618	0.075	0.281	0.64	0.62	0.62	368	0.95	2097	-0.58	78753	1397	1.8	75.6
Woodruff County	Arkansas	187	136	51	9	7	5	4	3	0.38	10.2	2.25	2.33	0.028	4870	997	2404	0.205	0.494	0.43	0.45	0.45	109.8	11.88	2606	-1.18	6320	-916	-14.5	10.6
Woodruff County	Arkansas	187	136	51	9	7	5	4	3	0.38	10.2	2.25	2.33	0.028	4870	997	2404	0.205	0.494	0.43	0.45	0.45	109.8	11.88	2606	-1.18	6320	-916	-14.5	10.6
Yell County	Arkansas	398	332	66	10	8	45	35	20	0.2	1.47	0.29	0.4	0.039	8437	805	3098	0.095	0.367	0.62	0.54	0.54	133	0.13	739	0.69	21341	-805	-3.8	22.5
Yell County	Arkansas	398	332	66	10	8	45	35	20	0.2	1.47	0.29	0.4	0.039	8437	805	3098	0.095	0.367	0.62	0.54	0.54	133	0.13	739	0.69	21341	-805	-3.8	22.5
Alameda County	California	620	377	243	101	59	327	228	158	0.64	0.74	0.44	0.37	0.036	10417	691	3738	0.066	0.359	0.34	0.31	0.3	196.5	-0.37	73	3.51	1671329	158343	9.5	2035.4
Alpine County	California	84	26	58	14	11	19	8	4	2.23	3.05	1.75	2.75	0.027	961	268	685	0.279	0.713	0.48	0.16	0.16	333.9	-13.5	40	4.19	1129	-32	-2.8	1.5
Amador County	California	730	375	355	115	51	241	153	79	0.95	1.47	0.75	0.65	0.057	6553	668	3437	0.102	0.524	0.74	0.69	0.69	177.7	3.24	33	4.37	39752	1866	4.7	65.7
